Sampling rate 50 Hz,,,,,
Mouse 1,Mouse 1,Mouse 2,Mouse 2,Mouse 3,Mouse 3
Run1,Run1,Run1,Run1,Run1,Run1
"5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion"
465nm,405nm,465nm,405nm,465nm,405nm
1.5765015,1.156236,1.4031117,1.2416657,1.3964311,1.1278944
1.57306,1.1592727,1.3980507,1.2464231,1.41293,1.1444945
1.5845991,1.1603861,1.4045287,1.2502694,1.4001763,1.1422677
1.5659746,1.1435835,1.3937994,1.247334,1.3906616,1.1307286
1.5808539,1.1551226,1.3918762,1.2532048,1.4145495,1.1325506
1.5920894,1.16403,1.3916738,1.2506744,1.3996701,1.1247567
1.5719466,1.1671678,1.4056422,1.250978,1.4023019,1.1303238
1.5963407,1.1484421,1.3857018,1.2462206,1.390864,1.1343726
1.5836881,1.1638275,1.3871189,1.2456133,1.4075654,1.1358908
1.585004,1.1710142,1.4006823,1.2501682,1.414347,1.1551226
1.5653673,1.16403,1.3998725,1.260189,1.4020995,1.1371055
1.5710356,1.1526934,1.4044275,1.2529012,1.4035165,1.1370043
1.5709344,1.1443933,1.3937994,1.2532048,1.410602,1.1250603
1.5802467,1.1495556,1.40463,1.2485487,1.390864,1.1403445
1.5842954,1.1549202,1.3945079,1.2405523,1.3951153,1.1404457
1.5899638,1.1481384,1.386714,1.2544194,1.409286,1.1292104
1.5862186,1.1519848,1.4045287,1.2497634,1.4201165,1.131336
1.5793357,1.1526934,1.381653,1.2447023,1.4090836,1.1487458
1.5611161,1.1652447,1.4016945,1.244095,1.406958,1.1390287
1.5697198,1.1536044,1.4014921,1.2510792,1.3988605,1.1499604
1.5699222,1.1560336,1.3997713,1.2541158,1.3911676,1.1356884
1.5715417,1.1540092,1.3980507,1.2487512,1.3994677,1.1405469
1.5758942,1.1616007,1.3773005,1.2470304,1.3980507,1.152491
1.5714405,1.1643337,1.4029092,1.2469292,1.3942043,1.13417
1.5741735,1.1607909,1.3873214,1.2466255,1.3989617,1.1451019
1.5717442,1.1726336,1.3951153,1.2430828,1.4041238,1.1150395
1.5771089,1.1559324,1.3957226,1.2432853,1.3838798,1.1413567
1.5804491,1.1599813,1.3976457,1.247739,1.3901554,1.1311336
1.5686064,1.15573,1.4008847,1.2582659,1.369203,1.1240481
1.5770077,1.165852,1.3955201,1.2507756,1.3884348,1.1418629
1.5600027,1.1598799,1.393597,1.250978,1.3906616,1.1337652
1.5871296,1.1673703,1.3930908,1.2593793,1.3932933,1.1251615
1.5750844,1.1484421,1.3972409,1.250978,1.3940018,1.1218213
1.5813601,1.1607909,1.3944067,1.2510792,1.3942043,1.1306274
1.5916845,1.1460128,1.388536,1.2446011,1.3780091,1.1373079
1.5544355,1.1720264,1.3897506,1.2556341,1.3962287,1.1448994
1.5862186,1.170913,1.3914714,1.2501682,1.3905604,1.1230359
1.5753881,1.1611959,1.386714,1.2520914,1.3783127,1.135486
1.5906723,1.1574507,1.4086788,1.2608975,1.3977469,1.1348786
1.595126,1.1599813,1.392686,1.246828,1.3957226,1.1382189
1.5834857,1.1606897,1.3962287,1.2515852,1.3951153,1.1330566
1.5843966,1.1549202,1.3945079,1.2437913,1.3829689,1.1390287
1.5618246,1.1535032,1.3932933,1.2447023,1.3842847,1.1284006
1.5863198,1.1573495,1.3884348,1.2621121,1.377503,1.1429763
1.5642539,1.1540092,1.402808,1.2567475,1.386714,1.1225297
1.5686064,1.1442921,1.3954189,1.2469292,1.3854994,1.1371055
1.5828784,1.165852,1.3901554,1.2456133,1.3717334,1.1440897
1.5879394,1.1585641,1.3905604,1.2472328,1.4034153,1.1270847
1.5697198,1.1626129,1.3961275,1.250978,1.3975445,1.1239469
1.5710356,1.1442921,1.3907628,1.2525975,1.3953177,1.1285018
1.5806515,1.1618031,1.3963299,1.2529012,1.3698102,1.1415591
1.567493,1.1656495,1.3916738,1.2489536,1.3807421,1.1227323
1.5683026,1.1602849,1.3975445,1.2503706,1.3923823,1.132247
1.5734649,1.165852,1.3955201,1.2475365,1.3807421,1.1337652
1.5586867,1.1404457,1.3937994,1.2497634,1.4015933,1.1389275
1.5580795,1.1469238,1.3871189,1.24865,1.4054397,1.1269835
1.5813601,1.1646373,1.3942043,1.2629219,1.3831713,1.1277932
1.5792345,1.1573495,1.3948116,1.2425767,1.3833737,1.131336
1.5813601,1.1400409,1.3967348,1.2387303,1.4045287,1.1472275
1.5817649,1.158058,1.3934958,1.2506744,1.4006823,1.1458104
1.5827771,1.1627141,1.4127276,1.2547231,1.3794261,1.1233395
1.5667844,1.152086,1.4003787,1.2488524,1.4008847,1.1292104
1.5622295,1.1493531,1.4017957,1.2424755,1.3964311,1.135992
1.574882,1.1531994,1.3929896,1.2472328,1.402808,1.1348786
1.5886478,1.1593739,1.4035165,1.2562414,1.3897506,1.1298176
1.5531197,1.1534019,1.406452,1.2403499,1.3932933,1.1410531
1.590976,1.1671678,1.3924836,1.2559378,1.4056422,1.1442921
1.5874332,1.1519848,1.3944067,1.2498646,1.388131,1.1332592
1.5879394,1.1485434,1.4009861,1.2563426,1.383475,1.1450007
1.5612173,1.1355872,1.4058446,1.250978,1.3892446,1.1389275
1.5839918,1.1510738,1.3923823,1.2493584,1.3969373,1.1234407
1.5628368,1.1429763,1.3965323,1.2654524,1.3872201,1.1365994
1.5708332,1.1443933,1.3901554,1.250978,1.4076666,1.1305262
1.5847003,1.1666617,1.3987591,1.2414633,1.3869164,1.1443933
1.5842954,1.1514788,1.3887384,1.2511804,1.406452,1.1371055
1.5848016,1.1420653,1.4088812,1.2452084,1.4032129,1.1394335
1.5611161,1.1547178,1.3985567,1.2507756,1.3958238,1.1372067
1.571238,1.1569446,1.3954189,1.2467268,1.4097922,1.1297164
1.5688088,1.152086,1.3900542,1.2395401,1.402808,1.1293116
1.5693148,1.1651434,1.3949128,1.2434877,1.3999739,1.1338664
1.587332,1.1481384,1.3934958,1.2503706,1.3972409,1.1384213
1.5822711,1.1533006,1.3953177,1.2501682,1.3995689,1.1411543
1.5699222,1.155325,1.3957226,1.2558365,1.4179909,1.135486
1.5690112,1.1655483,1.4026055,1.2521926,1.4184971,1.127186
1.5776149,1.1518836,1.3953177,1.2466255,1.4175861,1.1293116
1.5824735,1.1538068,1.4017957,1.2452084,1.4023019,1.1290079
1.5564599,1.1546166,1.3886372,1.2470304,1.4045287,1.1467214
1.5889516,1.1733422,1.4015933,1.2488524,1.3868152,1.1323482
1.5669868,1.1560336,1.3961275,1.2398437,1.4128288,1.1362957
1.5803479,1.1606897,1.3936982,1.2539134,1.4099946,1.1431787
1.5783235,1.1519848,1.3962287,1.2364023,1.4059458,1.1414579
1.570327,1.1482397,1.3932933,1.251484,1.409691,1.1496568
1.5615209,1.1634227,1.3990629,1.2603915,1.3977469,1.1442921
1.5615209,1.1490494,1.3909652,1.2540146,1.3823615,1.1373079
1.56476,1.1591715,1.3902566,1.251484,1.4140434,1.1401421
1.562938,1.1365994,1.3902566,1.2460182,1.4066544,1.1390287
1.5774125,1.1558312,1.3943055,1.2587719,1.401897,1.13417
1.5617234,1.1392311,1.3965323,1.247334,1.4171813,1.1347774
1.5757929,1.1491506,1.390864,1.2406535,1.391775,1.1217201
1.5764003,1.1592727,1.4058446,1.250978,1.4054397,1.133664
1.5626343,1.1626129,1.4090836,1.2484475,1.4001763,1.1429763
1.5797405,1.1584629,1.3983543,1.2504718,1.4188007,1.1368018
1.5648612,1.1592727,1.3978482,1.2536097,1.4163715,1.1490494
1.5634441,1.1485434,1.3860054,1.2361999,1.4136385,1.136903
1.571643,1.1443933,1.4020995,1.2411597,1.4013909,1.1407495
1.56476,1.1642325,1.3918762,1.2493584,1.412019,1.1405469
1.5702258,1.1620055,1.3964311,1.2433865,1.3982531,1.134575
1.5645576,1.1452031,1.403719,1.2634281,1.4038202,1.1444945
1.5714405,1.1554263,1.3889408,1.2462206,1.4202179,1.1344738
1.5558527,1.1424701,1.3960263,1.2531036,1.4186995,1.1484421
1.5701246,1.1436847,1.3905604,1.2403499,1.41293,1.1242505
1.5487672,1.1527946,1.3909652,1.2429816,1.4202179,1.132247
1.5673918,1.1552238,1.4010873,1.2460182,1.403719,1.1288054
1.5678978,1.1357896,1.3983543,1.2426779,1.4065531,1.1325506
1.5685052,1.1556287,1.3980507,1.2516866,1.4244691,1.1339676
1.5623307,1.154414,1.3957226,1.2503706,1.4072616,1.1404457
1.5575733,1.1561348,1.3896494,1.2570512,1.4007835,1.1448994
1.5731612,1.152491,1.3874226,1.2620109,1.4244691,1.1452031
1.5692136,1.1519848,1.391775,1.2453097,1.41708,1.1404457
1.5621283,1.1421665,1.3932933,1.2502694,1.4163715,1.1361945
1.5521075,1.1597787,1.3967348,1.2467268,1.4243678,1.1361945
1.551399,1.1556287,1.4095898,1.2462206,1.4194081,1.1478348
1.5717442,1.1543128,1.4034153,1.2417669,1.4244691,1.1397372
1.5558527,1.1429763,1.3984555,1.2438926,1.4177885,1.1632203
1.56476,1.1415591,1.3975445,1.2433865,1.4150556,1.1420653
1.5872308,1.1620055,1.3991641,1.24865,1.4035165,1.1352835
1.5717442,1.1468226,1.4124238,1.2469292,1.4011885,1.1306274
1.5940126,1.1522884,1.3911676,1.2466255,1.3996701,1.1409519
1.5718454,1.1495556,1.3944067,1.247334,1.412525,1.1187847
1.57306,1.1527946,1.4017957,1.2501682,1.4200153,1.1420653
1.5841942,1.1540092,1.3764908,1.2457145,1.4009861,1.1362957
1.5619258,1.1665605,1.4048324,1.2483462,1.3976457,1.1171651
1.5664808,1.1442921,1.4003787,1.2629219,1.4102982,1.1389275
1.5637478,1.1435835,1.3996701,1.2483462,1.4168775,1.1289066
1.5829796,1.154414,1.3980507,1.255128,1.423052,1.1480372
1.5651648,1.1609935,1.3840823,1.2444999,1.4225459,1.1485434
1.5913808,1.15158,1.3884348,1.2410585,1.4102982,1.1390287
1.5851052,1.1746581,1.3918762,1.2472328,1.4247727,1.1365994
1.5867248,1.1525922,1.3945079,1.2545207,1.4079702,1.1402433
1.5715417,1.1639287,1.4048324,1.2457145,1.4201165,1.1513776
1.5582819,1.15573,1.3891432,1.2434877,1.4127276,1.1419641
1.5634441,1.1460128,1.3909652,1.2485487,1.4105006,1.1363969
1.5722502,1.1534019,1.3856006,1.250978,1.4189019,1.1263762
1.5783235,1.1601837,1.4047312,1.2504718,1.428619,1.1460128
1.5845991,1.1612971,1.401897,1.2594805,1.4233557,1.1360933
1.5643551,1.1648397,1.3904592,1.2506744,1.3998725,1.1367006
1.5722502,1.148847,1.4011885,1.2462206,1.4184971,1.132753
1.5903686,1.1660544,1.3953177,1.2606951,1.4128288,1.13417
1.5637478,1.1631191,1.4013909,1.2549256,1.4297324,1.1482397
1.5848016,1.1574507,1.391775,1.2420707,1.4265947,1.1407495
1.566177,1.1663581,1.3952165,1.2446011,1.4274044,1.144697
1.5614197,1.1600825,1.3907628,1.256039,1.4140434,1.1330566
1.5624319,1.1490494,1.4020995,1.2572536,1.4346923,1.1436847
1.5782223,1.1646373,1.3837786,1.2427791,1.422141,1.1214163
1.5765015,1.1577543,1.3989617,1.2539134,1.4400569,1.1282994
1.5811576,1.1629165,1.4004799,1.2510792,1.4242666,1.1383201
1.5631405,1.1518836,1.395014,1.2436901,1.4154605,1.1543128
1.5643551,1.1574507,1.4081726,1.260189,1.4198129,1.1326518
1.585004,1.1403445,1.3979495,1.2439938,1.4271008,1.1413567
1.5737686,1.1505678,1.3907628,1.2475365,1.4319594,1.1297164
1.5673918,1.146519,1.4068568,1.2522938,1.4191045,1.1476324
1.5783235,1.1590703,1.3878274,1.2575573,1.4265947,1.1411543
1.5525124,1.1516812,1.3986579,1.2422731,1.4273032,1.1450007
1.5406696,1.1423689,1.4013909,1.2541158,1.3986579,1.1282994
1.5686064,1.1533006,1.3963299,1.244095,1.430441,1.1464177
1.5744771,1.152997,1.4030104,1.2430828,1.4098934,1.1458104
1.5800442,1.1578556,1.3963299,1.2434877,1.4130312,1.1416603
1.5771089,1.1451019,1.3907628,1.250067,1.4081726,1.1531994
1.5585855,1.1457092,1.396836,1.2481438,1.4102982,1.1407495
1.5550429,1.1545153,1.3905604,1.2444999,1.4038202,1.1357896
1.5588893,1.1489482,1.3893458,1.2496622,1.4121202,1.1367006
1.5678978,1.1475312,1.3924836,1.2388316,1.4159666,1.1443933
1.5742747,1.1550214,1.3973421,1.2420707,1.4065531,1.1422677
1.5777161,1.1633215,1.3901554,1.2563426,1.4182947,1.1163554
1.5686064,1.1598799,1.4082738,1.2539134,1.4105006,1.1425713
1.5508928,1.1565397,1.4007835,1.2524962,1.4054397,1.1382189
1.5654685,1.1618031,1.403719,1.2483462,1.415258,1.1324494
1.5723515,1.1464177,1.3987591,1.2433865,1.4086788,1.1459116
1.5774125,1.1600825,1.3956214,1.2407547,1.4004799,1.1452031
1.5683026,1.1566409,1.4007835,1.2462206,1.4077678,1.1510738
1.5729588,1.1498592,1.3994677,1.2534072,1.4119178,1.1486446
1.5806515,1.1585641,1.3920786,1.2556341,1.4067556,1.1331578
1.5801455,1.1417615,1.393192,1.2490548,1.4145495,1.1421665
1.5805503,1.1692934,1.3956214,1.2526988,1.409286,1.128603
1.5724527,1.1610947,1.3954189,1.2394389,1.3953177,1.1394335
1.5723515,1.1586653,1.4048324,1.246828,1.3809445,1.1459116
1.5487672,1.1609935,1.3979495,1.2517878,1.395925,1.1264774
1.5685052,1.1621069,1.3927872,1.244095,1.391775,1.1272871
1.5631405,1.138725,1.3958238,1.2417669,1.4116141,1.1329554
1.5632417,1.127692,1.387625,1.2436901,1.3909652,1.1442921
1.5835869,1.1490494,1.3989617,1.2519902,1.3919774,1.1462153
1.5854088,1.1455067,1.3998725,1.245917,1.3939006,1.1287042
1.5686064,1.1567422,1.3973421,1.2587719,1.4049336,1.143786
1.5789307,1.1476324,1.3978482,1.2389328,1.3925848,1.1455067
1.5575733,1.1522884,1.4029092,1.2540146,1.4058446,1.1519848
1.5596989,1.152491,1.4003787,1.2396413,1.3995689,1.1453043
1.5583831,1.1612971,1.3905604,1.2530024,1.394103,1.1390287
1.566177,1.1535032,1.406047,1.2567475,1.3912688,1.157147
1.569416,1.1460128,1.3944067,1.2447023,1.4057434,1.1376116
1.5857126,1.1642325,1.4007835,1.2525975,1.3954189,1.151175
1.569416,1.1516812,1.4036177,1.2446011,1.3850945,1.1599813
1.5821698,1.1536044,1.4041238,1.247334,1.3798311,1.1489482
1.5687076,1.1417615,1.4002775,1.2525975,1.3856006,1.1516812
1.5649624,1.1528958,1.3937994,1.2557353,1.4027067,1.1549202
1.5772101,1.1629165,1.4000751,1.2528,1.3898518,1.1425713
1.5815625,1.155325,1.395014,1.2439938,1.4068568,1.1363969
1.5832832,1.148341,1.3970385,1.2425767,1.3957226,1.1435835
1.5789307,1.1625117,1.3949128,1.2478402,1.3928884,1.1454055
1.5906723,1.1428751,1.4052373,1.2405523,1.3966335,1.1435835
1.570327,1.1431787,1.4027067,1.2524962,1.4160678,1.154414
1.5756917,1.149758,1.4068568,1.2470304,1.412525,1.1482397
1.5793357,1.1455067,1.4008847,1.2465243,1.3833737,1.1392311
1.5809551,1.1669654,1.4116141,1.2567475,1.4147519,1.152086
1.5725539,1.1531994,1.4054397,1.2499658,1.4074641,1.1380165
1.5760967,1.138725,1.3993665,1.2541158,1.4023019,1.1340688
1.5724527,1.152997,1.4005811,1.2524962,1.3905604,1.154414
1.5666832,1.1600825,1.393192,1.251889,1.3939006,1.1385225
1.5816637,1.1383201,1.4006823,1.2584683,1.3960263,1.1291091
1.5791333,1.1442921,1.3953177,1.2508768,1.3994677,1.1586653
1.5921906,1.1639287,1.4088812,1.2526988,1.3939006,1.1425713
1.5910772,1.1588678,1.4126263,1.2552292,1.3964311,1.1462153
1.5669868,1.1575519,1.3909652,1.2460182,1.3924836,1.152086
1.5566623,1.1331578,1.3961275,1.251889,1.4020995,1.1482397
1.5897614,1.1597787,1.389447,1.2563426,1.3949128,1.1513776
1.5425928,1.1568434,1.3996701,1.2451072,1.4094886,1.1563373
1.5598001,1.1523896,1.4006823,1.2396413,1.4137397,1.1453043
1.5811576,1.1574507,1.3996701,1.255128,1.4016945,1.1349798
1.5795381,1.1710142,1.392686,1.2421719,1.3992653,1.138725
1.5798417,1.1625117,1.394103,1.2501682,1.4094886,1.1482397
1.5822711,1.1492519,1.403719,1.2506744,1.3865116,1.1388263
1.566177,1.1706094,1.4009861,1.2535084,1.4048324,1.1436847
1.5687076,1.1625117,1.3994677,1.2431841,1.3930908,1.1400409
1.5755905,1.1707106,1.3983543,1.2524962,1.41293,1.1508714
1.5821698,1.1533006,1.4113104,1.2580634,1.4044275,1.1458104
1.5749832,1.1683824,1.3983543,1.2618085,1.4250764,1.14743
1.5681002,1.1582605,1.40463,1.2317462,1.4065531,1.1434823
1.5725539,1.1413567,1.3998725,1.250978,1.3906616,1.1454055
1.5672904,1.1656495,1.4002775,1.2467268,1.3996701,1.144697
1.5612173,1.1546166,1.3976457,1.2423743,1.4044275,1.1382189
1.5717442,1.158058,1.3948116,1.2568487,1.4031117,1.1469238
1.5623307,1.1551226,1.4054397,1.2433865,1.4072616,1.1440897
1.5757929,1.1480372,1.4112092,1.2529012,1.3928884,1.1348786
1.5588893,1.1636251,1.4031117,1.2564439,1.3980507,1.1417615
1.5754893,1.1528958,1.3954189,1.2402487,1.4071604,1.1556287
1.5841942,1.1765813,1.3990629,1.2439938,1.3920786,1.1434823
1.5662783,1.1438872,1.4007835,1.2379206,1.4017957,1.1424701
1.5640514,1.165852,1.389953,1.2401475,1.389447,1.1386238
1.56891,1.1439885,1.3940018,1.249561,1.3944067,1.136903
1.5866235,1.154414,1.4049336,1.2438926,1.3990629,1.1370043
1.5720478,1.1407495,1.4009861,1.2525975,1.4024031,1.1376116
1.5801455,1.147936,1.3932933,1.2529012,1.4042251,1.1357896
1.5774125,1.152491,1.3976457,1.2526988,1.4011885,1.1294128
1.5814613,1.1692934,1.408375,1.249561,1.4020995,1.1530982
1.5964419,1.1651434,1.4003787,1.2439938,1.4045287,1.1501628
1.5662783,1.1494544,1.3882324,1.2464231,1.3915726,1.1358908
1.5836881,1.1608921,1.387625,1.2506744,1.3872201,1.1384213
1.5724527,1.1588678,1.3975445,1.2489536,1.3976457,1.1484421
1.5854088,1.16403,1.3966335,1.2382243,1.396836,1.1422677
1.5834857,1.1438872,1.3916738,1.235795,1.3883336,1.1333604
1.5801455,1.1476324,1.4003787,1.2365035,1.4016945,1.1429763
1.5682014,1.1551226,1.4068568,1.2496622,1.4009861,1.1402433
1.5818661,1.1523896,1.3977469,1.2400463,1.395014,1.147025
1.5685052,1.1493531,1.4035165,1.2382243,1.3954189,1.1440897
1.585915,1.1514788,1.4014921,1.2543182,1.3889408,1.1344738
1.5762991,1.1552238,1.4009861,1.249561,1.3856006,1.1330566
1.585004,1.1513776,1.401897,1.2558365,1.3972409,1.1357896
1.5682014,1.1678764,1.3805395,1.239945,1.4034153,1.1259713
1.591482,1.1611959,1.3984555,1.248245,1.3949128,1.1419641
1.5770077,1.1475312,1.4020995,1.2480426,1.3790213,1.1323482
1.5820686,1.1500616,1.3998725,1.2508768,1.3933945,1.1458104
1.5788295,1.1315384,1.395925,1.2419693,1.3898518,1.135486
1.5786271,1.167674,1.4013909,1.2656549,1.402808,1.1594751
1.5800442,1.1468226,1.3990629,1.2465243,1.402808,1.1418629
1.5921906,1.1646373,1.3952165,1.2478402,1.4031117,1.1402433
1.5944175,1.1575519,1.3957226,1.2464231,1.3879286,1.1537056
1.571643,1.1434823,1.4073629,1.2511804,1.3940018,1.1526934
1.5702258,1.1660544,1.3924836,1.2379206,1.4041238,1.1320444
1.5886478,1.1550214,1.3996701,1.2538122,1.403719,1.1386238
1.5789307,1.1584629,1.3892446,1.2409571,1.3992653,1.1486446
1.5764003,1.167269,1.3943055,1.2386291,1.4015933,1.1414579
1.5862186,1.1603861,1.3915726,1.2492572,1.3875238,1.1317408
1.5788295,1.1602849,1.395014,1.2415645,1.3818555,1.1305262
1.5848016,1.1504666,1.401897,1.2536097,1.4080714,1.1496568
1.5930004,1.1451019,1.3934958,1.2422731,1.3972409,1.1480372
1.5795381,1.1527946,1.3913702,1.2421719,1.3788189,1.13002
1.5685052,1.1574507,1.3976457,1.2586707,1.3817543,1.1541104
1.5791333,1.154414,1.3956214,1.2458158,1.3971397,1.1499604
1.5926967,1.1404457,1.389042,1.2532048,1.413436,1.1464177
1.5934052,1.1568434,1.4044275,1.2538122,1.4075654,1.1342713
1.5897614,1.15573,1.3906616,1.2582659,1.4107032,1.1386238
1.5915833,1.1540092,1.3983543,1.2536097,1.3939006,1.1388263
1.5925955,1.1601837,1.3973421,1.2557353,1.3988605,1.1421665
1.5761979,1.1749618,1.3967348,1.2426779,1.3874226,1.1452031
1.569416,1.1604873,1.3985567,1.2487512,1.3831713,1.1331578
1.5927979,1.1563373,1.3933945,1.2520914,1.394103,1.1396359
1.5855101,1.1477336,1.3902566,1.2535084,1.4039214,1.1508714
1.586421,1.1489482,1.4030104,1.2462206,1.3963299,1.1265786
1.5683026,1.1611959,1.3958238,1.2435889,1.4031117,1.1356884
1.5732625,1.1384213,1.4004799,1.245917,1.3901554,1.1431787
1.5870284,1.148341,1.3892446,1.244095,1.403719,1.154819
1.5740722,1.1572483,1.3904592,1.2531036,1.3808433,1.1510738
1.5920894,1.1675727,1.390358,1.247334,1.3821591,1.1492519
1.5702258,1.1591715,1.3936982,1.2538122,1.4050348,1.135486
1.5676954,1.1436847,1.3889408,1.247334,1.3868152,1.1438872
1.5897614,1.1477336,1.3971397,1.2528,1.410197,1.1338664
1.5822711,1.1543128,1.3972409,1.2458158,1.4168775,1.1435835
1.5875344,1.1564385,1.3984555,1.2531036,1.4043263,1.1441909
1.5847003,1.1472275,1.3947104,1.2455121,1.4002775,1.1310322
1.5781211,1.1614995,1.3909652,1.2575573,1.3700126,1.1551226
1.5885466,1.1559324,1.4014921,1.2394389,1.4088812,1.1459116
1.570732,1.132247,1.4032129,1.2502694,1.3866128,1.1591715
1.5781211,1.1611959,1.3985567,1.2432853,1.3862079,1.1543128
1.5766027,1.1605885,1.3904592,1.2441963,1.4105006,1.1463165
1.5911784,1.1652447,1.394103,1.2496622,1.3868152,1.1177725
1.5834857,1.1579568,1.3962287,1.2441963,1.4040226,1.143786
1.5862186,1.1656495,1.3942043,1.2388316,1.4095898,1.1452031
1.5789307,1.1651434,1.3921798,1.2433865,1.3909652,1.1441909
1.5870284,1.143786,1.3948116,1.2481438,1.3777055,1.1461141
1.5854088,1.1382189,1.395925,1.2596829,1.3942043,1.1289066
1.5814613,1.1512762,1.3925848,1.2469292,1.3790213,1.1364982
1.5810564,1.1583617,1.3955201,1.2395401,1.3981519,1.1374091
1.590976,1.1577543,1.389447,1.2484475,1.3942043,1.1362957
1.5969479,1.1417615,1.3844872,1.2493584,1.4017957,1.1426725
1.5785259,1.1426725,1.3952165,1.2418681,1.4013909,1.1321456
1.5722502,1.1542116,1.3794261,1.250978,1.3874226,1.1333604
1.5800442,1.1441909,1.3970385,1.2414633,1.3994677,1.1421665
1.5672904,1.1611959,1.3958238,1.2539134,1.4031117,1.1390287
1.5782223,1.1450007,1.3949128,1.2480426,1.3947104,1.1303238
1.5798417,1.1602849,1.3967348,1.2465243,1.3610041,1.1551226
1.5686064,1.1606897,1.4052373,1.2588731,1.3994677,1.1360933
1.5584843,1.1404457,1.3989617,1.2485487,1.387625,1.1316396
1.5715417,1.1665605,1.3956214,1.2466255,1.3723408,1.1436847
1.5876358,1.1622081,1.3951153,1.2502694,1.3827664,1.1395347
1.5741735,1.1564385,1.3933945,1.2492572,1.3905604,1.135992
1.5847003,1.1536044,1.406047,1.2604927,1.3870176,1.15573
1.5894576,1.1512762,1.4030104,1.2535084,1.3750737,1.1383201
1.5780199,1.1499604,1.3989617,1.2512816,1.405541,1.1361945
1.5847003,1.1678764,1.4032129,1.2427791,1.393597,1.138725
1.5774125,1.1627141,1.401897,1.2531036,1.3930908,1.1469238
1.595126,1.1668642,1.409691,1.2485487,1.405541,1.1285018
1.5854088,1.1572483,1.3960263,1.2506744,1.3963299,1.1496568
1.5943162,1.1402433,1.40463,1.2562414,1.4023019,1.1251615
1.5789307,1.1471263,1.4042251,1.2433865,1.3964311,1.1599813
1.5978589,1.1523896,1.4004799,1.255128,1.3998725,1.1263762
1.586421,1.1612971,1.3914714,1.2545207,1.3849933,1.1264774
1.5967455,1.1431787,1.3991641,1.2513828,1.3808433,1.151175
1.592393,1.1398385,1.4002775,1.2469292,1.3944067,1.1461141
1.5822711,1.1597787,1.4009861,1.2530024,1.390358,1.143786
1.5880406,1.1406481,1.3942043,1.2562414,1.3787177,1.1335628
1.5819674,1.17648,1.3916738,1.2579621,1.392281,1.1376116
1.5970491,1.1664593,1.394103,1.2501682,1.4099946,1.1305262
1.5817649,1.1422677,1.3965323,1.2447023,1.4098934,1.1305262
1.5785259,1.1613983,1.3929896,1.239034,1.4191045,1.1433811
1.5894576,1.166763,1.3965323,1.2497634,1.3883336,1.1397372
1.5989723,1.15158,1.4042251,1.2510792,1.393597,1.1518836
1.5725539,1.1581593,1.409691,1.2532048,1.4050348,1.1550214
1.591482,1.1440897,1.395925,1.2543182,1.3907628,1.1352835
1.58966,1.1534019,1.4039214,1.24865,1.4059458,1.1374091
1.5797405,1.1616007,1.4038202,1.2416657,1.3797299,1.1230359
1.5615209,1.1454055,1.4030104,1.2537109,1.3821591,1.1246554
1.584093,1.1546166,1.405541,1.24865,1.3910664,1.1565397
1.5917857,1.1454055,1.4030104,1.248245,1.4030104,1.1433811
1.5772101,1.1555275,1.3957226,1.2455121,1.389953,1.1444945
1.569416,1.1631191,1.3989617,1.2408559,1.387625,1.1476324
1.5810564,1.1475312,1.3980507,1.2529012,1.3831713,1.1294128
1.5800442,1.1535032,1.3904592,1.2503706,1.393192,1.1491506
1.5796393,1.1421665,1.4000751,1.2564439,1.387625,1.1409519
1.5772101,1.1634227,1.3861067,1.2441963,1.4009861,1.137814
1.5885466,1.1527946,1.3896494,1.2418681,1.4023019,1.1370043
1.5760967,1.1609935,1.4008847,1.253306,1.3782115,1.1320444
1.5795381,1.1426725,1.4041238,1.251889,1.4049336,1.1411543
1.5875344,1.1644349,1.3918762,1.2427791,1.3895482,1.1418629
1.5706308,1.1573495,1.4001763,1.2410585,1.3985567,1.1390287
1.5747807,1.1569446,1.4057434,1.2580634,1.405136,1.1415591
1.5720478,1.1617019,1.4058446,1.2436901,1.3977469,1.1375104
1.5828784,1.146519,1.3991641,1.2492572,1.3960263,1.13002
1.5848016,1.1428751,1.4013909,1.2536097,1.3771993,1.1394335
1.5735661,1.1528958,1.4039214,1.2549256,1.3853981,1.1343726
1.5644563,1.1549202,1.4031117,1.2470304,1.3960263,1.1399397
1.5589905,1.1453043,1.3973421,1.2484475,1.405541,1.1409519
1.5708332,1.1619043,1.3909652,1.251484,1.372442,1.1330566
1.5697198,1.1666617,1.4024031,1.2448035,1.3964311,1.1297164
1.56891,1.1639287,1.393597,1.2526988,1.385297,1.147936
1.5938101,1.1604873,1.3995689,1.2504718,1.4093872,1.1410531
1.5740722,1.1423689,1.3889408,1.2578609,1.384386,1.1212139
1.5620271,1.1610947,1.3979495,1.2489536,1.3732518,1.1332592
1.5816637,1.152997,1.3847908,1.2410585,1.3826652,1.1466202
1.583182,1.1512762,1.3943055,1.2427791,1.3868152,1.1434823
1.5801455,1.1508714,1.3992653,1.2540146,1.3939006,1.1277932
1.5681002,1.156236,1.3904592,1.2463219,1.3784139,1.1547178
1.5720478,1.1373079,1.3905604,1.2446011,1.389447,1.1302226
