Sampling rate 50 Hz,,,,,
Mouse 1,Mouse 1,Mouse 2,Mouse 2,Mouse 3,Mouse 3
Run1,Run1,Run1,Run1,Run1,Run1
"5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion","5 min baseline, handmotion"
465nm,405nm,465nm,405nm,465nm,405nm
1.5710356,1.1467214,1.375681,1.2415645,1.3809445,1.126275
1.5690112,1.154819,1.377503,1.2333657,1.3961275,1.1077517
1.5717442,1.1585641,1.3871189,1.230734,1.3994677,1.1319432
1.5823723,1.152997,1.3856006,1.2370096,1.3803371,1.1343726
1.5810564,1.1518836,1.3787177,1.2335682,1.364648,1.1208091
1.5650636,1.1430775,1.373859,1.2353901,1.3782115,1.138725
1.584093,1.1468226,1.3787177,1.235795,1.3787177,1.1404457
1.5632417,1.144697,1.3744664,1.2387303,1.3809445,1.1334616
1.5554477,1.1472275,1.376592,1.2281022,1.3656602,1.1195945
1.5584843,1.1460128,1.3847908,1.2391353,1.3849933,1.1353848
1.5605087,1.1541104,1.3793249,1.2327584,1.3789201,1.1388263
1.5816637,1.1432799,1.3767945,1.238123,1.3927872,1.1245542
1.5736673,1.1395347,1.3886372,1.232151,1.3736566,1.1305262
1.5724527,1.1578556,1.3892446,1.2373133,1.3679883,1.1368018
1.5765015,1.170508,1.3838798,1.2336694,1.3734542,1.1245542
1.5821698,1.1462153,1.391775,1.2434877,1.3821591,1.1236433
1.5469452,1.1428751,1.3754786,1.2513828,1.3829689,1.1332592
1.5536258,1.1329554,1.3809445,1.23124,1.3892446,1.1292104
1.5736673,1.1551226,1.381653,1.2382243,1.390358,1.13417
1.566582,1.1631191,1.3924836,1.2413621,1.3949128,1.1290079
1.5567636,1.1451019,1.3795273,1.2392365,1.3812481,1.1144322
1.5801455,1.132753,1.3868152,1.2276974,1.3914714,1.1243517
1.5636466,1.1432799,1.3868152,1.2419693,1.3979495,1.1264774
1.5793357,1.1588678,1.3833737,1.2378194,1.3860054,1.1311336
1.5752869,1.158058,1.3923823,1.2375157,1.3952165,1.1380165
1.5649624,1.1558312,1.383475,1.2201059,1.3860054,1.123542
1.5775137,1.1457092,1.3823615,1.2350864,1.3872201,1.126275
1.5678978,1.1535032,1.3760859,1.2392365,1.3892446,1.1268823
1.5718454,1.1459116,1.3905604,1.2363011,1.3953177,1.1171651
1.5700234,1.1598799,1.3870176,1.2322522,1.3863091,1.1331578
1.5710356,1.1542116,1.3745676,1.232151,1.3964311,1.1240481
1.5605087,1.1377128,1.3797299,1.2337706,1.4070592,1.1411543
1.5644563,1.1588678,1.3781103,1.2272925,1.3972409,1.1260725
1.5683026,1.1443933,1.3832725,1.232556,1.3888396,1.1215177
1.5761979,1.1450007,1.3861067,1.2343779,1.3925848,1.1351823
1.5648612,1.14743,1.3829689,1.2400463,1.3939006,1.1242505
1.5699222,1.1311336,1.3948116,1.2220291,1.40878,1.1279957
1.5635453,1.1566409,1.3865116,1.230734,1.3963299,1.1349798
1.562938,1.1434823,1.395925,1.2386291,1.4137397,1.1275908
1.5783235,1.1605885,1.3893458,1.2352889,1.3978482,1.1258701
1.5619258,1.1528958,1.3870176,1.2416657,1.3872201,1.1091688
1.5778173,1.1427737,1.3861067,1.2361999,1.3979495,1.1278944
1.5704283,1.1526934,1.3956214,1.2478402,1.4202179,1.1240481
1.5710356,1.1513776,1.3956214,1.2364023,1.4094886,1.1436847
1.563849,1.1404457,1.3840823,1.2290132,1.3947104,1.1330566
1.5731612,1.1395347,1.381653,1.229823,1.4063507,1.1270847
1.566582,1.1455067,1.3817543,1.2308352,1.3877262,1.1216189
1.5696186,1.1505678,1.377503,1.2416657,1.4100958,1.131336
1.5704283,1.1418629,1.3870176,1.2340742,1.3983543,1.1266798
1.5719466,1.1256676,1.3823615,1.239945,1.4081726,1.1199993
1.5751857,1.1394335,1.3844872,1.2407547,1.391775,1.1233395
1.5751857,1.1694958,1.3840823,1.2346816,1.4113104,1.129514
1.5630392,1.1531994,1.369709,1.2391353,1.3924836,1.1248579
1.5708332,1.1482397,1.3714298,1.2351876,1.390864,1.1357896
1.5749832,1.1311336,1.3900542,1.2413621,1.3949128,1.1273884
1.5789307,1.1651434,1.3831713,1.2405523,1.4035165,1.1248579
1.5766027,1.1390287,1.3960263,1.223851,1.4026055,1.1234407
1.5854088,1.147936,1.3865116,1.2327584,1.3874226,1.1347774
1.5605087,1.1358908,1.3952165,1.2344791,1.4034153,1.1292104
1.5812589,1.1413567,1.3802359,1.2395401,1.3781103,1.1368018
1.5558527,1.1577543,1.3773005,1.2359974,1.3783127,1.1256676
1.5690112,1.1585641,1.3913702,1.2397425,1.3974433,1.1306274
1.5660758,1.1414579,1.3830701,1.2358962,1.390358,1.131842
1.5767039,1.149758,1.3819567,1.2377181,1.3918762,1.1365994
1.5773113,1.1370043,1.3879286,1.239034,1.3966335,1.130931
1.5885466,1.1530982,1.3883336,1.2333657,1.3995689,1.1229347
1.5576745,1.1521872,1.3771993,1.2370096,1.373859,1.1274896
1.570327,1.1678764,1.3839811,1.2363011,1.3786165,1.1269835
1.5738698,1.137814,1.3877262,1.2391353,1.3977469,1.1453043
1.5653673,1.152491,1.3808433,1.2308352,1.4062494,1.1339676
1.5691124,1.1480372,1.3728468,1.2338718,1.4013909,1.1428751
1.5669868,1.1402433,1.3793249,1.2385279,1.3831713,1.1236433
1.5682014,1.1428751,1.3694054,1.2359974,1.3888396,1.1219225
1.5563587,1.1472275,1.3780091,1.2241547,1.3807421,1.1215177
1.562938,1.1390287,1.367381,1.2259766,1.3811469,1.137814
1.5620271,1.1396359,1.3841835,1.2422731,1.4003787,1.1201005
1.5855101,1.1547178,1.3804383,1.2332644,1.3913702,1.1355872
1.5753881,1.1447982,1.3859042,1.226584,1.4041238,1.1427737
1.5623307,1.1458104,1.3942043,1.2371109,1.3835762,1.1189871
1.574882,1.1531994,1.3847908,1.228406,1.3957226,1.1523896
1.5523099,1.1373079,1.3806407,1.2328596,1.4048324,1.1349798
1.5620271,1.1534019,1.3734542,1.2407547,1.3946092,1.1228335
1.5644563,1.1473287,1.3709236,1.2369084,1.3851957,1.1400409
1.5631405,1.1428751,1.384892,1.2407547,1.3895482,1.1329554
1.5637478,1.1549202,1.4004799,1.2364023,1.4056422,1.133664
1.5573709,1.1530982,1.3804383,1.2423743,1.4112092,1.134575
1.5788295,1.1491506,1.3953177,1.2376169,1.389447,1.1273884
1.5678978,1.1323482,1.3889408,1.2374145,1.4070592,1.1135212
1.570327,1.1379153,1.388131,1.2426779,1.4179909,1.1333604
1.5620271,1.1454055,1.3820579,1.2397425,1.3932933,1.1455067
1.5805503,1.1623093,1.3786165,1.2333657,1.3952165,1.130931
1.5776149,1.1457092,1.3962287,1.2499658,1.4005811,1.1436847
1.5770077,1.1441909,1.388536,1.2338718,1.3960263,1.1266798
1.5659746,1.1476324,1.4011885,1.2373133,1.4117154,1.138725
1.5772101,1.1418629,1.392686,1.233062,1.4047312,1.1242505
1.5549417,1.1527946,1.3862079,1.2331632,1.406958,1.1168615
1.5747807,1.154819,1.3842847,1.2320498,1.4049336,1.135486
1.5677966,1.1265786,1.385297,1.2250657,1.4113104,1.1290079
1.586421,1.147025,1.3793249,1.247334,1.4035165,1.1213151
1.5807527,1.1593739,1.3961275,1.2363011,1.4031117,1.1311336
1.5911784,1.1770874,1.383475,1.2356938,1.4124238,1.1365994
1.5702258,1.1492519,1.3835762,1.229317,1.3961275,1.126781
1.5835869,1.152086,1.3830701,1.2403499,1.4053385,1.145608
1.5744771,1.152997,1.3810457,1.2383255,1.3847908,1.1246554
1.579943,1.1410531,1.3758835,1.2393377,1.3955201,1.1201005
1.56891,1.1468226,1.3953177,1.2356938,1.4066544,1.1052212
1.589154,1.1533006,1.3840823,1.2266852,1.3863091,1.1246554
1.5667844,1.1495556,1.3719358,1.2385279,1.3972409,1.1153432
1.5573709,1.1540092,1.3780091,1.2368072,1.3895482,1.1084602
1.5704283,1.158969,1.3861067,1.2422731,1.392281,1.1362957
1.5697198,1.1561348,1.377503,1.2457145,1.3915726,1.1176713
1.5812589,1.1419641,1.3774017,1.2352889,1.376592,1.1170639
1.5718454,1.1550214,1.3803371,1.236706,1.3746688,1.1338664
1.566177,1.1499604,1.3895482,1.2259766,1.3965323,1.137814
1.5766027,1.1509726,1.3784139,1.2342767,1.3975445,1.1163554
1.5650636,1.1403445,1.3819567,1.2353901,1.3906616,1.1278944
1.5752869,1.1587665,1.3810457,1.2366047,1.3912688,1.11757
1.585004,1.1399397,1.3786165,1.2356938,1.4042251,1.1220237
1.5701246,1.1570458,1.3774017,1.2349852,1.3976457,1.1242505
1.5719466,1.1573495,1.3911676,1.2393377,1.4005811,1.1187847
1.5714405,1.1528958,1.3836774,1.2267864,1.3997713,1.1280969
1.5793357,1.1494544,1.3821591,1.2329608,1.386714,1.1287042
1.5545368,1.1469238,1.3767945,1.2345804,1.386714,1.1296152
1.5854088,1.1424701,1.3861067,1.2310376,1.3792237,1.1477336
1.5772101,1.137814,1.3773005,1.2337706,1.3955201,1.1111932
1.5890528,1.1708118,1.3864104,1.2305316,1.3748713,1.1159505
1.5863198,1.1413567,1.3836774,1.239034,1.396836,1.1070431
1.5697198,1.1377128,1.3739603,1.2337706,1.3887384,1.1333604
1.5621283,1.1597787,1.3778067,1.2319486,1.384386,1.11757
1.574882,1.1388263,1.384386,1.2396413,1.3866128,1.1250603
1.5822711,1.1405469,1.3776042,1.2393377,1.3827664,1.1127114
1.5735661,1.1447982,1.3798311,1.2472328,1.3910664,1.1216189
1.5806515,1.1525922,1.3794261,1.2311388,1.4023019,1.1367006
1.5817649,1.1426725,1.3833737,1.2407547,1.3808433,1.1382189
1.5732625,1.1415591,1.3776042,1.2253693,1.3883336,1.1469238
1.5742747,1.1340688,1.3963299,1.2431841,1.3812481,1.1225297
1.5723515,1.1338664,1.3830701,1.2391353,1.3866128,1.1217201
1.5683026,1.1249591,1.3863091,1.239945,1.3773005,1.1136224
1.5836881,1.149758,1.3780091,1.2431841,1.3880298,1.1258701
1.5645576,1.1431787,1.3671786,1.2425767,1.3782115,1.1351823
1.5618246,1.143786,1.3884348,1.2393377,1.3832725,1.1334616
1.5621283,1.1482397,1.3767945,1.2310376,1.3826652,1.1298176
1.5786271,1.1521872,1.3800335,1.2395401,1.3734542,1.1234407
1.5559539,1.1320444,1.3945079,1.2413621,1.392281,1.13002
1.5570673,1.1289066,1.377503,1.2352889,1.3851957,1.1196957
1.5702258,1.1224285,1.3819567,1.228406,1.3860054,1.1382189
1.5579783,1.1518836,1.3812481,1.2384267,1.3912688,1.1187847
1.5692136,1.1430775,1.3727456,1.2363011,1.3836774,1.132247
1.5525124,1.145608,1.388131,1.2432853,1.3947104,1.1273884
1.5626343,1.1490494,1.3875238,1.254217,1.3797299,1.1203029
1.5447184,1.1450007,1.3960263,1.2295194,1.384892,1.1064358
1.5770077,1.1500616,1.3774017,1.22709,1.4023019,1.1216189
1.5791333,1.1551226,1.3770981,1.2374145,1.4038202,1.1258701
1.5623307,1.1368018,1.3920786,1.2389328,1.3934958,1.1127114
1.5717442,1.1477336,1.3752761,1.2384267,1.3952165,1.1278944
1.5725539,1.135992,1.3863091,1.23124,1.3923823,1.1057273
1.5471478,1.1390287,1.3718346,1.2260779,1.4013909,1.1348786
1.579032,1.1436847,1.3807421,1.233062,1.3805395,1.1365994
1.5761979,1.1311336,1.370114,1.2271913,1.3845884,1.1218213
1.5669868,1.153908,1.3753774,1.2407547,1.3955201,1.1310322
1.5774125,1.1400409,1.3872201,1.2368072,1.3840823,1.1112944
1.5699222,1.1523896,1.3800335,1.2392365,1.3927872,1.1250603
1.567999,1.1521872,1.3781103,1.2419693,1.3994677,1.1249591
1.5643551,1.1392311,1.3921798,1.232151,1.3707212,1.110687
1.5779185,1.1505678,1.3750737,1.2428803,1.4015933,1.1241493
1.5768051,1.1555275,1.3835762,1.2378194,1.3832725,1.1303238
1.5683026,1.144697,1.3866128,1.228912,1.3937994,1.1237445
1.5776149,1.1361945,1.384892,1.2346816,1.3933945,1.1376116
1.5755905,1.1512762,1.392281,1.2389328,1.3865116,1.1133188
1.5702258,1.1436847,1.372037,1.2313412,1.3707212,1.119392
1.5729588,1.1565397,1.3933945,1.228001,1.3797299,1.1245542
1.5793357,1.1510738,1.3887384,1.2393377,1.414347,1.1039053
1.5808539,1.1393323,1.384892,1.2365035,1.3744664,1.1301214
1.5573709,1.1408507,1.3728468,1.2372121,1.389447,1.1328542
1.5657722,1.154414,1.3709236,1.2303292,1.3832725,1.1232383
1.5676954,1.1342713,1.3746688,1.239034,1.3871189,1.1325506
1.5660758,1.1461141,1.3886372,1.2317462,1.401897,1.1243517
1.5904698,1.1278944,1.3883336,1.2380219,1.368292,1.128603
1.5794369,1.1551226,1.3801347,1.2433865,1.392281,1.1292104
1.5747807,1.1395347,1.3761871,1.2447023,1.4072616,1.1123066
1.5726551,1.1459116,1.3845884,1.2359974,1.4142458,1.1069419
1.5762991,1.132247,1.3831713,1.2266852,1.4045287,1.1285018
1.5793357,1.1519848,1.393597,1.2338718,1.4005811,1.1352835
1.5614197,1.1317408,1.3851957,1.2342767,1.3982531,1.1163554
1.5732625,1.1403445,1.3846896,1.2322522,1.385297,1.1126102
1.5532209,1.1486446,1.3774017,1.2410585,1.389042,1.1263762
1.5753881,1.1394335,1.390358,1.2361999,1.389042,1.1118004
1.5767039,1.155325,1.3790213,1.233973,1.3939006,1.1189871
1.5815625,1.1442921,1.3764908,1.2401475,1.4204203,1.1356884
1.5561563,1.1455067,1.3771993,1.2252681,1.3997713,1.1471263
1.5593953,1.1534019,1.3749725,1.2370096,1.3889408,1.1210115
1.5702258,1.1568434,1.3760859,1.2458158,1.3921798,1.1368018
1.5655698,1.1412555,1.3794261,1.2309364,1.3966335,1.1302226
1.5794369,1.1471263,1.3904592,1.2358962,1.3972409,1.1389275
1.5666832,1.14743,1.3802359,1.2373133,1.389953,1.1383201
1.5789307,1.1596775,1.3840823,1.2341754,1.3801347,1.1290079
1.5677966,1.1514788,1.385297,1.2366047,1.394103,1.1099786
1.5761979,1.1459116,1.3711262,1.2324548,1.3929896,1.1325506
1.585004,1.1372067,1.3859042,1.2296206,1.3833737,1.1469238
1.5565611,1.1518836,1.3773005,1.2304304,1.4026055,1.1263762
1.5726551,1.1656495,1.3796287,1.2253693,1.3896494,1.1243517
1.5649624,1.1390287,1.3718346,1.233062,1.3984555,1.1176713
1.5588893,1.1522884,1.3807421,1.2296206,1.3963299,1.1242505
1.5644563,1.1504666,1.372948,1.2332644,1.4048324,1.1302226
1.579032,1.1335628,1.3801347,1.2337706,1.3865116,1.1178737
1.5809551,1.1424701,1.3803371,1.2418681,1.3716322,1.130425
1.5708332,1.1325506,1.3691018,1.2350864,1.388536,1.1182785
1.5533221,1.1388263,1.3755798,1.2363011,1.403719,1.1278944
1.5713392,1.1356884,1.3767945,1.2498646,1.395925,1.143786
1.5838906,1.1461141,1.381653,1.2347828,1.4010873,1.1306274
1.5598001,1.1424701,1.3755798,1.2309364,1.401897,1.1241493
1.566582,1.1477336,1.3769969,1.248245,1.3979495,1.1410531
1.5644563,1.1468226,1.383475,1.2400463,1.3844872,1.1249591
1.5708332,1.1468226,1.3790213,1.2489536,1.3960263,1.1202017
1.5669868,1.1625117,1.3776042,1.2295194,1.3803371,1.1256676
1.5560551,1.1530982,1.3759847,1.2406535,1.3934958,1.13417
1.5731612,1.1507702,1.381653,1.228912,1.3879286,1.1239469
1.5610149,1.1534019,1.3649517,1.2277986,1.389447,1.1376116
1.5758942,1.1421665,1.3930908,1.2387303,1.3956214,1.1272871
1.5660758,1.1388263,1.3760859,1.2380219,1.3994677,1.1061321
1.5640514,1.126275,1.3780091,1.2349852,1.4034153,1.1273884
1.5653673,1.1427737,1.3822603,1.2319486,1.402808,1.1376116
1.5825747,1.1388263,1.3714298,1.2326572,1.4113104,1.1227323
1.5620271,1.1486446,1.3781103,1.2323534,1.4045287,1.1211127
1.5626343,1.1307286,1.3726444,1.2356938,1.4090836,1.1347774
1.5723515,1.1282994,1.3790213,1.2332644,1.4052373,1.1411543
1.5506904,1.1570458,1.372948,1.2354913,1.3939006,1.1224285
1.56891,1.135081,1.3749725,1.2261791,1.409691,1.1129138
1.5456294,1.1536044,1.382564,1.2278998,1.3956214,1.1377128
1.5588893,1.1290079,1.3845884,1.234884,1.4192057,1.1316396
1.5697198,1.1566409,1.3794261,1.2413621,1.3930908,1.1342713
1.5561563,1.1537056,1.3759847,1.239945,1.402808,1.0999577
1.5666832,1.1254652,1.3752761,1.2341754,1.3991641,1.1335628
1.5576745,1.1476324,1.3762883,1.2343779,1.4034153,1.116659
1.56891,1.1411543,1.3820579,1.2369084,1.3891432,1.1240481
1.572149,1.1396359,1.3746688,1.2328596,1.4056422,1.1246554
1.5697198,1.133664,1.3793249,1.2352889,1.3865116,1.1249591
1.5573709,1.1519848,1.3824627,1.2252681,1.3814505,1.1352835
1.5524112,1.1429763,1.3813493,1.2329608,1.3987591,1.1226311
1.5567636,1.1508714,1.3796287,1.23124,1.3916738,1.1202017
1.5533221,1.1413567,1.3755798,1.238123,1.4019982,1.1227323
1.5573709,1.1585641,1.3808433,1.2394389,1.3805395,1.1102822
1.5620271,1.1501628,1.3791225,1.2386291,1.4020995,1.1386238
1.5535246,1.1402433,1.3871189,1.2424755,1.3831713,1.1231371
1.5616221,1.1391299,1.385297,1.2364023,1.4048324,1.1178737
1.5535246,1.1380165,1.3786165,1.2387303,1.3971397,1.1263762
1.5562575,1.1482397,1.3737578,1.2349852,1.3801347,1.1315384
1.5497794,1.1395347,1.3875238,1.2349852,1.4008847,1.1161529
1.5736673,1.1463165,1.3742639,1.2395401,1.3918762,1.1324494
1.5706308,1.1448994,1.383475,1.2415645,1.3961275,1.1285018
1.5650636,1.1317408,1.3746688,1.2375157,1.3893458,1.1398385
1.5543343,1.1522884,1.3840823,1.2412609,1.3974433,1.1315384
1.5700234,1.145608,1.3940018,1.229317,1.3987591,1.1248579
1.5697198,1.1522884,1.385297,1.2423743,1.3896494,1.1242505
1.5600027,1.1315384,1.3791225,1.2376169,1.3983543,1.1368018
1.562938,1.1635239,1.3763895,1.2383255,1.3937994,1.1429763
1.5356086,1.1412555,1.3842847,1.2326572,1.3919774,1.1249591
1.5651648,1.1429763,1.3849933,1.2281022,1.3841835,1.1158493
1.5589905,1.1547178,1.3835762,1.2304304,1.4049336,1.1220237
1.5725539,1.1541104,1.3779079,1.2451072,1.3868152,1.1342713
1.5697198,1.1357896,1.3889408,1.2502694,1.4022007,1.1248579
1.5620271,1.1404457,1.3940018,1.2345804,1.4013909,1.1212139
1.5637478,1.1395347,1.3835762,1.2335682,1.396836,1.1389275
1.5706308,1.1294128,1.3804383,1.2347828,1.3929896,1.113926
1.5709344,1.1498592,1.3851957,1.2368072,1.3784139,1.1403445
1.5685052,1.1265786,1.385803,1.2431841,1.3995689,1.1216189
1.5686064,1.1347774,1.3730493,1.2378194,1.4010873,1.1287042
1.5654685,1.1398385,1.3909652,1.238123,1.3992653,1.1330566
1.550994,1.135992,1.3930908,1.2453097,1.3997713,1.1289066
1.5755905,1.1560336,1.386714,1.2407547,1.4034153,1.1273884
1.5560551,1.1330566,1.3898518,1.2385279,1.3944067,1.1325506
1.5818661,1.1410531,1.3880298,1.249156,1.3958238,1.130425
1.5440099,1.1324494,1.384386,1.2342767,1.3921798,1.1091688
1.566582,1.1323482,1.3769969,1.2319486,1.3971397,1.1237445
1.5584843,1.1356884,1.3783127,1.2412609,1.3652554,1.1289066
1.5430989,1.1538068,1.3853981,1.2474353,1.3868152,1.1181773
1.5577759,1.1518836,1.36647,1.2388316,1.3809445,1.1413567
1.5530185,1.1478348,1.3878274,1.2382243,1.3817543,1.1388263
1.5592941,1.1417615,1.3757823,1.2372121,1.3805395,1.1330566
1.551399,1.1575519,1.3836774,1.2278998,1.3986579,1.1401421
1.5560551,1.1551226,1.3791225,1.2337706,1.3923823,1.1104846
1.5741735,1.1490494,1.3856006,1.233062,1.3994677,1.1107882
1.566177,1.1503654,1.3761871,1.2319486,1.373353,1.1226311
1.5545368,1.1377128,1.3831713,1.2418681,1.3865116,1.1196957
1.549577,1.1472275,1.3781103,1.2331632,1.3727456,1.1281981
1.5554477,1.1416603,1.3972409,1.2384267,1.393597,1.1435835
1.5575733,1.1372067,1.3940018,1.2462206,1.3990629,1.1246554
1.5502856,1.1523896,1.3857018,1.2515852,1.3829689,1.118481
1.5565611,1.1450007,1.3798311,1.2400463,1.3819567,1.116659
1.5560551,1.1289066,1.3895482,1.2389328,1.3822603,1.1363969
1.5449208,1.1457092,1.388131,1.2334669,1.3831713,1.1093712
1.5687076,1.1567422,1.3753774,1.2400463,1.383475,1.1356884
1.5485648,1.147936,1.3739603,1.2311388,1.3993665,1.1361945
1.566177,1.1510738,1.3862079,1.2283047,1.3979495,1.1197969
1.5559539,1.1347774,1.3833737,1.2447023,1.3891432,1.1237445
1.5584843,1.1348786,1.385297,1.2416657,1.3611053,1.1246554
1.5604075,1.1234407,1.3877262,1.2329608,1.3845884,1.1328542
1.5653673,1.1457092,1.3904592,1.23124,1.369709,1.1458104
1.5526136,1.1445957,1.3863091,1.2418681,1.3900542,1.1331578
1.5667844,1.1595763,1.3871189,1.229823,1.3965323,1.1243517
1.5573709,1.137814,1.3797299,1.2419693,1.3773005,1.1247567
1.5473502,1.1505678,1.3807421,1.2395401,1.3910664,1.1249591
1.5525124,1.1294128,1.3832725,1.2276974,1.3647493,1.1231371
1.5605087,1.143786,1.3844872,1.239034,1.3845884,1.1198981
1.5541319,1.1501628,1.3846896,1.2314426,1.3588785,1.1248579
1.5614197,1.1375104,1.3767945,1.2388316,1.381653,1.127186
1.5545368,1.152491,1.384386,1.2375157,1.3965323,1.1252627
1.5518038,1.1385225,1.3777055,1.2525975,1.3802359,1.1373079
1.5608124,1.1445957,1.3814505,1.2418681,1.3750737,1.1280969
1.5566623,1.1381177,1.3750737,1.2388316,1.3727456,1.125364
1.567088,1.1363969,1.3798311,1.2308352,1.3857018,1.1287042
1.5700234,1.1452031,1.3761871,1.2334669,1.3882324,1.1194932
1.5676954,1.1443933,1.3866128,1.2337706,1.3873214,1.1291091
1.5663795,1.1385225,1.3779079,1.245917,1.3990629,1.1186835
1.5484636,1.1265786,1.3832725,1.2369084,1.3902566,1.1452031
1.5594965,1.1648397,1.3869164,1.2363011,1.3771993,1.1129138
1.5676954,1.1415591,1.3798311,1.2322522,1.3896494,1.1189871
1.547755,1.132753,1.3782115,1.2363011,1.3962287,1.1296152
1.5521075,1.1432799,1.3802359,1.2411597,1.3796287,1.1142298
1.5594965,1.1346762,1.3786165,1.2300254,1.3952165,1.1218213
1.5620271,1.1466202,1.3811469,1.2359974,1.3870176,1.1178737
1.5740722,1.1355872,1.3811469,1.2276974,1.3793249,1.1220237
1.5626343,1.1547178,1.3807421,1.2313412,1.3936982,1.1379153
1.5440099,1.1466202,1.3868152,1.2373133,1.377503,1.1289066
1.5752869,1.1406481,1.3886372,1.2333657,1.393192,1.1204041
1.5649624,1.1495556,1.3801347,1.2429816,1.3972409,1.124453
1.5452245,1.1361945,1.386714,1.2410585,1.3809445,1.1069419
1.5559539,1.1503654,1.3759847,1.2375157,1.3818555,1.1240481
1.5810564,1.1569446,1.3779079,1.2385279,1.391775,1.1395347
1.5601039,1.1549202,1.3820579,1.2396413,1.4020995,1.1346762
1.5596989,1.1391299,1.3781103,1.2338718,1.3955201,1.1180761
1.5648612,1.1487458,1.3800335,1.2452084,1.3752761,1.1331578
1.5655698,1.1314372,1.3801347,1.2408559,1.377503,1.1466202
1.5834857,1.153908,1.3788189,1.2349852,1.3879286,1.1165578
1.5536258,1.1330566,1.3717334,1.2429816,1.3988605,1.1264774
1.5554477,1.1509726,1.3719358,1.2304304,1.3853981,1.1167603
1.5358111,1.1574507,1.385803,1.2376169,1.3873214,1.1338664
1.5581807,1.1335628,1.389447,1.2350864,1.396836,1.13002
1.5505892,1.135992,1.3952165,1.2324548,1.3945079,1.1194932
1.5590917,1.1402433,1.3872201,1.2396413,1.3703164,1.1242505
1.5651648,1.1343726,1.3811469,1.228001,1.3865116,1.1250603
1.5524112,1.1409519,1.3776042,1.2404511,1.3914714,1.1289066
1.5364184,1.125364,1.391775,1.2406535,1.3946092,1.1339676
1.5736673,1.1361945,1.3874226,1.2412609,1.377503,1.1081566
1.5573709,1.1457092,1.3850945,1.236706,1.3841835,1.1192907
1.5573709,1.1279957,1.3801347,1.2487512,1.396836,1.1243517
1.5626343,1.1351823,1.3924836,1.2313412,1.4014921,1.1119016
1.569821,1.152086,1.3832725,1.2350864,1.3955201,1.1362957
1.5776149,1.1572483,1.3804383,1.2319486,1.4003787,1.1301214
1.5695174,1.1476324,1.3940018,1.2281022,1.375681,1.1249591
1.56476,1.1375104,1.3726444,1.2351876,1.3849933,1.1237445
1.5755905,1.1542116,1.3862079,1.2439938,1.3878274,1.1261737
1.5565611,1.1412555,1.390864,1.232556,1.3796287,1.1388263
1.5577759,1.1436847,1.3753774,1.236706,1.3831713,1.1373079
1.5675942,1.1422677,1.3754786,1.2314426,1.3811469,1.1365994
1.5651648,1.1466202,1.3872201,1.2442975,1.3773005,1.1296152
1.5410745,1.1536044,1.3836774,1.2366047,1.3895482,1.1275908
1.5548404,1.1507702,1.3809445,1.2379206,1.3882324,1.138725
1.5580795,1.1530982,1.3871189,1.2453097,1.3817543,1.1333604
1.5496782,1.1241493,1.386714,1.2359974,1.3763895,1.1352835
1.5599015,1.1431787,1.3776042,1.2488524,1.37062,1.1321456
1.5560551,1.1323482,1.3832725,1.2422731,1.387625,1.1191895
1.567088,1.1567422,1.387625,1.2467268,1.3801347,1.1284006
1.558788,1.1585641,1.3954189,1.2332644,1.3660651,1.1346762
1.5461355,1.136903,1.3819567,1.2442975,1.376592,1.1279957
1.567999,1.1284006,1.3878274,1.2351876,1.3726444,1.1214163
1.5746795,1.15158,1.4005811,1.2400463,1.3727456,1.1250603
1.544516,1.1467214,1.3803371,1.2405523,1.3776042,1.1279957
1.5365196,1.1361945,1.3732518,1.2365035,1.3913702,1.1252627
1.5601039,1.1337652,1.3838798,1.2420707,1.389953,1.1290079
1.5549417,1.1390287,1.3856006,1.2368072,1.3734542,1.1059297
1.54816,1.1264774,1.3878274,1.2388316,1.3768957,1.1403445
1.5687076,1.1452031,1.3897506,1.2278998,1.3758835,1.1365994
1.5641527,1.1566409,1.3771993,1.2386291,1.3909652,1.1153432
1.5557514,1.1563373,1.3850945,1.2329608,1.3822603,1.1343726
1.5547392,1.1528958,1.3863091,1.2281022,1.3717334,1.1424701
1.5461355,1.1435835,1.3791225,1.2447023,1.367381,1.1331578
1.5685052,1.1405469,1.387625,1.2342767,1.371531,1.131842
1.567999,1.1467214,1.3873214,1.2377181,1.3792237,1.1269835
1.5489696,1.1510738,1.3794261,1.2379206,1.375681,1.1361945
1.5688088,1.147936,1.3678871,1.2380219,1.3808433,1.1069419
1.566177,1.1597787,1.3781103,1.2412609,1.3734542,1.1364982
1.5682014,1.1337652,1.3800335,1.2340742,1.3818555,1.1198981
1.5602051,1.1525922,1.3798311,1.2368072,1.3797299,1.1280969
1.5685052,1.1501628,1.3861067,1.2355925,1.3773005,1.1243517
1.5510952,1.1496568,1.3803371,1.2349852,1.3846896,1.1372067
1.5424916,1.1636251,1.3691018,1.246828,1.3760859,1.1348786
1.5613185,1.1525922,1.3703164,1.2371109,1.4020995,1.113926
1.5522087,1.1423689,1.3817543,1.2411597,1.3815517,1.1218213
1.5675942,1.1512762,1.3832725,1.2269888,1.3785151,1.1258701
1.5552453,1.1351823,1.3758835,1.2544194,1.3814505,1.1242505
