Sampling rate 20 Hz,,,,,,,,,
,Mouse 1,Mouse 1,Mouse 1,Mouse 2,Mouse 2,Mouse 2,Mouse 3,Mouse 3,Mouse 3
,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1
,"10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF"
Time,465nm,405nm,Stim,465nm,405nm,Stim,465nm,405nm,Stim
8263,1.8345113,1.7410852,TRUE,1.8022221,1.3455175,TRUE,1.7313681,1.5483624,TRUE
8264,1.8229722,1.7480694,TRUE,1.8020197,1.3519956,TRUE,1.729951,1.5566623,TRUE
8265,1.827932,1.7362267,TRUE,1.8223649,1.3427845,TRUE,1.7244852,1.5583831,TRUE
8266,1.8282356,1.7453364,TRUE,1.807283,1.3400515,TRUE,1.7347083,1.5560551,TRUE
8267,1.8389649,1.744223,TRUE,1.8248954,1.3394443,TRUE,1.743312,1.5630392,TRUE
8268,1.8273246,1.7470572,TRUE,1.8132551,1.3428857,TRUE,1.7457414,1.5471478,TRUE
8269,1.8585004,1.7358217,TRUE,1.8137612,1.3477443,TRUE,1.7435145,1.5643551,TRUE
8270,1.8456454,1.7450328,TRUE,1.8178099,1.3495662,TRUE,1.7390609,1.5384427,TRUE
8271,1.8337015,1.7413889,TRUE,1.8174051,1.3499712,TRUE,1.7355181,1.5392525,TRUE
8272,1.8388637,1.7330889,TRUE,1.8201381,1.3526028,TRUE,1.7337974,1.5732625,TRUE
8273,1.8341064,1.751106,TRUE,1.8041453,1.3454162,TRUE,1.7463486,1.5672904,TRUE
8274,1.8433174,1.7363279,TRUE,1.7918977,1.3392419,TRUE,1.7405791,1.5590917,TRUE
8275,1.8430138,1.7536365,TRUE,1.8013111,1.3534126,TRUE,1.7339998,1.5507916,TRUE
8276,1.8374467,1.7337974,TRUE,1.8037404,1.3539187,TRUE,1.7471584,1.5565611,TRUE
8277,1.8283368,1.7413889,TRUE,1.8059672,1.3423797,TRUE,1.7427047,1.5522087,TRUE
8278,1.8426089,1.7499926,TRUE,1.8111295,1.3434931,TRUE,1.7799537,1.5387465,TRUE
8279,1.8430138,1.7531304,TRUE,1.8177087,1.3541212,TRUE,1.7531304,1.562938,TRUE
8280,1.8206441,1.7593048,TRUE,1.8052588,1.3475418,TRUE,1.7379473,1.56476,TRUE
8281,1.8385601,1.7565719,TRUE,1.8042465,1.3465296,TRUE,1.7584951,1.5565611,TRUE
8282,1.82611,1.7369353,TRUE,1.8170003,1.3434931,TRUE,1.7586975,1.5535246,TRUE
8283,1.8341064,1.7457414,TRUE,1.803538,1.3518944,TRUE,1.7533329,1.558788,TRUE
8284,1.8148746,1.7462474,TRUE,1.7867354,1.3434931,TRUE,1.7605195,1.5470464,TRUE
8285,1.8382565,1.7421986,TRUE,1.8059672,1.3454162,TRUE,1.7465512,1.5467428,TRUE
8286,1.8356247,1.752017,TRUE,1.8103197,1.3400515,TRUE,1.7554585,1.5648612,TRUE
8287,1.8283368,1.7496889,TRUE,1.812749,1.3373187,TRUE,1.7447292,1.5505892,TRUE
8288,1.82196,1.735012,TRUE,1.7910879,1.344404,TRUE,1.7524219,1.5691124,TRUE
8289,1.8292478,1.7513084,TRUE,1.8090038,1.3475418,TRUE,1.7447292,1.5362159,TRUE
8290,1.8266162,1.7468548,TRUE,1.8147733,1.3394443,TRUE,1.7572805,1.5414793,TRUE
8291,1.8333979,1.7337974,TRUE,1.7991855,1.3405577,TRUE,1.7466524,1.549172,TRUE
8292,1.8392686,1.7348096,TRUE,1.804449,1.3378247,TRUE,1.7444255,1.5545368,TRUE
8293,1.8437223,1.748778,TRUE,1.8194295,1.3428857,TRUE,1.7550536,1.554638,TRUE
8294,1.8221624,1.7381499,TRUE,1.8158869,1.3362052,TRUE,1.746956,1.5658734,TRUE
8295,1.8276284,1.7570779,TRUE,1.8057648,1.3510846,TRUE,1.7537377,1.5672904,TRUE
8296,1.8162917,1.742806,TRUE,1.824288,1.3496674,TRUE,1.7461462,1.544516,TRUE
8297,1.8197331,1.7441218,TRUE,1.8047526,1.3427845,TRUE,1.7466524,1.5492734,TRUE
8298,1.8287418,1.747867,TRUE,1.8135587,1.3569553,TRUE,1.7440206,1.5417831,TRUE
8299,1.837143,1.7331901,TRUE,1.8056636,1.3571577,TRUE,1.7493852,1.5605087,TRUE
8300,1.8307661,1.7546487,TRUE,1.8173039,1.3465296,TRUE,1.7275218,1.5559539,TRUE
8301,1.8391674,1.7399718,TRUE,1.8190246,1.3511858,TRUE,1.7377449,1.5576745,TRUE
8302,1.8362321,1.7555597,TRUE,1.8136599,1.3484528,TRUE,1.7345059,1.5551441,TRUE
8303,1.823782,1.7486768,TRUE,1.8042465,1.3389381,TRUE,1.7394657,1.5572697,TRUE
8304,1.8274258,1.7473608,TRUE,1.8199356,1.3474406,TRUE,1.7401743,1.547755,TRUE
8305,1.8334991,1.7468548,TRUE,1.8059672,1.3591821,TRUE,1.7329876,1.5556502,TRUE
8306,1.8220612,1.7179059,TRUE,1.7971611,1.3340796,TRUE,1.7489804,1.5446172,TRUE
8307,1.821049,1.7586975,TRUE,1.810016,1.3547285,TRUE,1.7412877,1.5643551,TRUE
8308,1.8183161,1.7535353,TRUE,1.8048538,1.3408613,TRUE,1.7385547,1.5443135,TRUE
8309,1.8334991,1.7424011,TRUE,1.80951,1.3502748,TRUE,1.7408828,1.554638,TRUE
8310,1.8383577,1.7291412,TRUE,1.8133563,1.3460236,TRUE,1.7372389,1.5503868,TRUE
8311,1.8363333,1.7289388,TRUE,1.8132551,1.3495662,TRUE,1.7345059,1.538544,TRUE
8312,1.8308674,1.7277242,TRUE,1.8039428,1.3642431,TRUE,1.7235742,1.5530185,TRUE
8313,1.8323857,1.7338986,TRUE,1.7980721,1.3592833,TRUE,1.7368339,1.549172,TRUE
8314,1.8249966,1.7490816,TRUE,1.80536,1.3500724,TRUE,1.7304571,1.5487672,TRUE
8315,1.8305637,1.7668964,TRUE,1.8082952,1.3590809,TRUE,1.723979,1.5570673,TRUE
8316,1.845848,1.7435145,TRUE,1.8181137,1.3401527,TRUE,1.7531304,1.5672904,TRUE
8317,1.8299564,1.7558633,TRUE,1.7831928,1.3436955,TRUE,1.7457414,1.5569661,TRUE
8318,1.8173039,1.7651756,TRUE,1.8116356,1.3463272,TRUE,1.742806,1.550488,TRUE
8319,1.8347137,1.72074,TRUE,1.8083966,1.3326625,TRUE,1.7387571,1.5639502,TRUE
8320,1.8437223,1.7447292,TRUE,1.8163929,1.3447077,TRUE,1.7228656,1.5695174,TRUE
8321,1.8379527,1.7422999,TRUE,1.8036392,1.3294234,TRUE,1.7619365,1.5575733,TRUE
8322,1.8497955,1.7439194,TRUE,1.8197331,1.3383309,TRUE,1.7525231,1.547249,TRUE
8323,1.8438236,1.7434133,TRUE,1.8047526,1.352704,TRUE,1.7507011,1.5551441,TRUE
8324,1.8468602,1.7417938,TRUE,1.8150771,1.3451126,TRUE,1.7404779,1.5660758,TRUE
8325,1.8204417,1.7427047,TRUE,1.7913916,1.3421772,TRUE,1.7477658,1.5603063,TRUE
8326,1.8313735,1.7310644,TRUE,1.8009062,1.3470358,TRUE,1.7515109,1.5518038,TRUE
8327,1.8488845,1.7490816,TRUE,1.7972623,1.3364077,TRUE,1.7410852,1.5709344,TRUE
8328,1.8359283,1.7378461,TRUE,1.8098136,1.3528053,TRUE,1.7489804,1.5588893,TRUE
8329,1.8239844,1.7656816,TRUE,1.8075868,1.3578663,TRUE,1.7298498,1.5568649,TRUE
8330,1.824288,1.7419962,TRUE,1.8136599,1.3484528,TRUE,1.7531304,1.56476,TRUE
8331,1.8434186,1.7572805,TRUE,1.8068782,1.3507808,TRUE,1.7386559,1.5635453,TRUE
8332,1.8225673,1.7521182,TRUE,1.7998941,1.3241601,TRUE,1.7323803,1.5603063,TRUE
8333,1.8197331,1.7508024,TRUE,1.8020197,1.3311442,TRUE,1.7458426,1.550994,TRUE
8334,1.8498967,1.7435145,TRUE,1.8158869,1.3299296,TRUE,1.7415913,1.5564599,TRUE
8335,1.8432162,1.7301534,TRUE,1.8177087,1.3604981,TRUE,1.7584951,1.5595977,TRUE
8336,1.8404833,1.7425023,TRUE,1.8115343,1.3493638,TRUE,1.7488792,1.5444148,TRUE
8337,1.8519211,1.7462474,TRUE,1.8179111,1.3459224,TRUE,1.7422999,1.569821,TRUE
8338,1.8434186,1.750195,TRUE,1.8119392,1.3513882,TRUE,1.7465512,1.5545368,TRUE
8339,1.8453418,1.7497902,TRUE,1.8223649,1.354526,TRUE,1.7456402,1.5625331,TRUE
8340,1.8491882,1.7419962,TRUE,1.8218588,1.3432906,TRUE,1.7467536,1.5446172,TRUE
8341,1.8453418,1.748373,TRUE,1.8028294,1.3513882,TRUE,1.7430084,1.5594965,TRUE
8342,1.8059672,1.7488792,TRUE,1.7901769,1.3426833,TRUE,1.7407815,1.5496782,TRUE
8343,1.8339039,1.7609243,TRUE,1.8065746,1.341165,TRUE,1.7500938,1.5571685,TRUE
8344,1.8301588,1.7521182,TRUE,1.8088014,1.3452138,TRUE,1.7438182,1.5532209,TRUE
8345,1.8401796,1.7609243,TRUE,1.806777,1.3421772,TRUE,1.7493852,1.5540307,TRUE
8346,1.8166965,1.7660866,TRUE,1.8099148,1.3571577,TRUE,1.7378461,1.5627356,TRUE
8347,1.8348149,1.7579889,TRUE,1.8097124,1.3461248,TRUE,1.752928,1.568404,TRUE
8348,1.8337015,1.7565719,TRUE,1.7987806,1.3450114,TRUE,1.7360243,1.5489696,TRUE
8349,1.8267174,1.744628,TRUE,1.8231746,1.332865,TRUE,1.7380487,1.5596989,TRUE
8350,1.8374467,1.7569767,TRUE,1.7900757,1.336104,TRUE,1.7280278,1.5650636,TRUE
8351,1.8142673,1.7379473,TRUE,1.8152795,1.3507808,TRUE,1.7438182,1.5439087,TRUE
8352,1.8413942,1.7556609,TRUE,1.8032343,1.349465,TRUE,1.7452352,1.5415806,TRUE
8353,1.8421028,1.7476646,TRUE,1.8068782,1.3510846,TRUE,1.7298498,1.5483624,TRUE
8354,1.8393699,1.7550536,TRUE,1.8078904,1.3439991,TRUE,1.7563695,1.5631405,TRUE
8355,1.8344101,1.7459438,TRUE,1.8126478,1.3467321,TRUE,1.7421986,1.5419855,TRUE
8356,1.8286405,1.7427047,TRUE,1.8194295,1.354526,TRUE,1.7151729,1.5498806,TRUE
8357,1.8407869,1.7386559,TRUE,1.8180125,1.34987,TRUE,1.7357205,1.547755,TRUE
8358,1.8460504,1.7524219,TRUE,1.8037404,1.3369137,TRUE,1.7302547,1.5581807,TRUE
8359,1.8277296,1.7557621,TRUE,1.8262112,1.3374199,TRUE,1.7468548,1.551905,TRUE
8360,1.8239844,1.7435145,TRUE,1.8025258,1.3519956,TRUE,1.7351133,1.5580795,TRUE
8361,1.8443296,1.7295462,TRUE,1.8014123,1.3562468,TRUE,1.7209425,1.5711368,TRUE
8362,1.8401796,1.7482718,TRUE,1.8036392,1.3608017,TRUE,1.7352145,1.5634441,TRUE
8363,1.8389649,1.7547499,TRUE,1.8105222,1.342076,TRUE,1.7383523,1.5713392,TRUE
8364,1.8404833,1.7607219,TRUE,1.8179111,1.3497688,TRUE,1.7377449,1.5692136,TRUE
8365,1.8344101,1.7384535,TRUE,1.8113319,1.3371162,TRUE,1.746045,1.5563587,TRUE
8366,1.8218588,1.7375425,TRUE,1.8216563,1.3426833,TRUE,1.7305584,1.5424916,TRUE
8367,1.8382565,1.7539401,TRUE,1.8125465,1.3385333,FALSE,1.7467536,1.5540307,TRUE
8368,1.8316771,1.7456402,TRUE,1.7973635,1.3407601,FALSE,1.7364291,1.5605087,TRUE
8369,1.8392686,1.7504987,TRUE,1.8161905,1.3443028,FALSE,1.7477658,1.5664808,TRUE
8370,1.8413942,1.76305,TRUE,1.8132551,1.3465296,FALSE,1.7448304,1.5675942,TRUE
8371,1.8374467,1.7571791,TRUE,1.8034368,1.3264881,FALSE,1.7268132,1.5554477,TRUE
8372,1.8255028,1.7394657,FALSE,1.8134575,1.3465296,FALSE,1.7479682,1.5512977,TRUE
8373,1.844937,1.747462,FALSE,1.804449,1.3412663,FALSE,1.7509036,1.56476,TRUE
8374,1.8355235,1.7441218,FALSE,1.8274258,1.3557407,FALSE,1.7396681,1.5510952,FALSE
8375,1.8313735,1.7556609,FALSE,1.8111295,1.3518944,FALSE,1.727623,1.5589905,FALSE
8376,1.8366369,1.746956,FALSE,1.816899,1.3537163,FALSE,1.7352145,1.5655698,FALSE
8377,1.8175063,1.7530292,FALSE,1.8145709,1.3499712,FALSE,1.7405791,1.5558527,FALSE
8378,1.8287418,1.735923,FALSE,1.8133563,1.3353955,FALSE,1.7579889,1.5582819,FALSE
8379,1.8343089,1.7449316,FALSE,1.8065746,1.3344845,FALSE,1.7388583,1.5623307,FALSE
8380,1.8305637,1.7497902,FALSE,1.8163929,1.3461248,FALSE,1.7342023,1.5633429,FALSE
8381,1.8350173,1.7401743,FALSE,1.8090038,1.337015,FALSE,1.7381499,1.566177,FALSE
8382,1.8319808,1.7514096,FALSE,1.8077892,1.3461248,FALSE,1.7403767,1.5727564,FALSE
8383,1.8447345,1.7616329,FALSE,1.805866,1.3649517,FALSE,1.7473608,1.5563587,FALSE
8384,1.8203405,1.7479682,FALSE,1.8123441,1.3443028,FALSE,1.7300522,1.5592941,FALSE
8385,1.8438236,1.7383523,FALSE,1.8203405,1.3542224,FALSE,1.7352145,1.5676954,FALSE
8386,1.8325881,1.7582927,FALSE,1.8184173,1.3421772,FALSE,1.7388583,1.5697198,FALSE
8387,1.8496943,1.7536365,FALSE,1.8158869,1.3413675,FALSE,1.769022,1.5478562,FALSE
8388,1.8518199,1.7408828,FALSE,1.8255028,1.3552346,FALSE,1.7461462,1.5367221,FALSE
8389,1.8574883,1.7398705,FALSE,1.806271,1.3458211,FALSE,1.7385547,1.5493746,FALSE
8390,1.8352199,1.7607219,FALSE,1.8250978,1.3524004,FALSE,1.7604183,1.5489696,FALSE
8391,1.8383577,1.7718561,FALSE,1.8346125,1.3507808,FALSE,1.7434133,1.5577759,FALSE
8392,1.8456454,1.7564707,FALSE,1.8108258,1.364142,FALSE,1.760317,1.5608124,FALSE
8393,1.843115,1.7457414,FALSE,1.8131539,1.3422784,FALSE,1.7542439,1.5563587,FALSE
8394,1.8376491,1.744628,FALSE,1.8129514,1.3496674,FALSE,1.7556609,1.5652661,FALSE
8395,1.8353211,1.7339998,FALSE,1.83026,1.3335735,FALSE,1.743312,1.5507916,FALSE
8396,1.8416979,1.7534341,FALSE,1.8178099,1.3381284,FALSE,1.7560657,1.5494758,FALSE
8397,1.8363333,1.7494864,FALSE,1.8298552,1.3288162,FALSE,1.7406803,1.5502856,FALSE
8398,1.8456454,1.7476646,FALSE,1.8191259,1.3556395,FALSE,1.7490816,1.5390501,FALSE
8399,1.8368393,1.7490816,FALSE,1.8197331,1.3413675,FALSE,1.7405791,1.5571685,FALSE
8400,1.8396735,1.747867,FALSE,1.8155831,1.3400515,FALSE,1.7457414,1.5406696,FALSE
8401,1.8400784,1.7535353,FALSE,1.8099148,1.3584737,FALSE,1.7557621,1.5404671,FALSE
8402,1.8414955,1.764872,FALSE,1.8131539,1.3502748,FALSE,1.7454376,1.5543343,FALSE
8403,1.8583992,1.7394657,FALSE,1.8199356,1.3454162,FALSE,1.747462,1.5457306,FALSE
8404,1.8406857,1.7419962,FALSE,1.8296527,1.3458211,FALSE,1.7615317,1.5616221,FALSE
8405,1.844532,1.7663902,FALSE,1.8147733,1.3619151,FALSE,1.748373,1.5530185,FALSE
8406,1.845443,1.7348096,FALSE,1.8200368,1.3446065,FALSE,1.768111,1.5583831,FALSE
8407,1.8608285,1.7507011,FALSE,1.8194295,1.3511858,FALSE,1.7623414,1.5640514,FALSE
8408,1.8359283,1.746956,FALSE,1.8119392,1.3407601,FALSE,1.7647707,1.5594965,FALSE
8409,1.842204,1.7456402,FALSE,1.8258064,1.353109,FALSE,1.743312,1.5434026,FALSE
8410,1.849593,1.7347083,FALSE,1.8193283,1.3532102,FALSE,1.7412877,1.5470464,FALSE
8411,1.8434186,1.7475632,FALSE,1.8234783,1.3544248,FALSE,1.7345059,1.5432001,FALSE
8412,1.8416979,1.7625439,FALSE,1.8025258,1.3483516,FALSE,1.7440206,1.5460343,FALSE
8413,1.8459492,1.7420974,FALSE,1.8330942,1.3491614,FALSE,1.7640622,1.5562575,FALSE
8414,1.8435198,1.755256,FALSE,1.827527,1.3463272,FALSE,1.7513084,1.5541319,FALSE
8415,1.8551601,1.7494864,FALSE,1.8009062,1.36232,FALSE,1.7587987,1.5355074,FALSE
8416,1.8241868,1.7550536,FALSE,1.8338027,1.346226,FALSE,1.7463486,1.5636466,FALSE
8417,1.8511114,1.7430084,FALSE,1.8306649,1.3607005,FALSE,1.7431096,1.5570673,FALSE
8418,1.8399771,1.7361255,FALSE,1.8116356,1.3238564,FALSE,1.7393645,1.5512977,FALSE
8419,1.8571845,1.7464498,FALSE,1.8114331,1.3455175,FALSE,1.7445267,1.5469452,FALSE
8420,1.8460504,1.7620378,FALSE,1.8112307,1.3347881,FALSE,1.747867,1.5329769,FALSE
8421,1.8434186,1.752017,FALSE,1.82196,1.3584737,FALSE,1.756167,1.5351025,FALSE
8422,1.8600187,1.7335949,FALSE,1.8123441,1.342076,FALSE,1.7548511,1.5460343,FALSE
8423,1.8621444,1.7471584,FALSE,1.8241868,1.3520968,FALSE,1.7510048,1.5543343,FALSE
8424,1.8443296,1.7541426,FALSE,1.8263124,1.3404565,FALSE,1.7544463,1.5433013,FALSE
8425,1.852326,1.7470572,FALSE,1.8075868,1.3353955,FALSE,1.7219546,1.5535246,FALSE
8426,1.8470626,1.7419962,FALSE,1.8240856,1.3484528,FALSE,1.7328864,1.5532209,FALSE
8427,1.8551601,1.7372389,FALSE,1.8190246,1.3241601,FALSE,1.7641634,1.5561563,FALSE
8428,1.8596139,1.7401743,FALSE,1.821049,1.3468333,FALSE,1.7547499,1.5489696,FALSE
8429,1.8426089,1.7457414,FALSE,1.832082,1.3308406,FALSE,1.7509036,1.553727,FALSE
8430,1.8460504,1.7562683,FALSE,1.8129514,1.3504772,FALSE,1.7459438,1.5456294,FALSE
8431,1.8437223,1.7558633,FALSE,1.8116356,1.3454162,FALSE,1.7416925,1.5474514,FALSE
8432,1.8646748,1.7438182,FALSE,1.8106234,1.3373187,FALSE,1.7517133,1.5664808,FALSE
8433,1.851415,1.7377449,FALSE,1.8221624,1.3475418,FALSE,1.7419962,1.5501842,FALSE
8434,1.87257,1.7540414,FALSE,1.8267174,1.3427845,FALSE,1.7593048,1.5586867,FALSE
8435,1.8456454,1.7544463,FALSE,1.8119392,1.3403553,FALSE,1.746045,1.5465404,FALSE
8436,1.8614358,1.7531304,FALSE,1.8157855,1.3380272,FALSE,1.7499926,1.5614197,FALSE
8437,1.851415,1.7579889,FALSE,1.829754,1.3449101,FALSE,1.7755,1.546844,FALSE
8438,1.858298,1.746956,FALSE,1.8154819,1.3364077,FALSE,1.748778,1.5614197,FALSE
8439,1.8619419,1.7493852,FALSE,1.8324869,1.3567529,FALSE,1.7614304,1.5622295,FALSE
8440,1.8551601,1.7401743,FALSE,1.809105,1.341165,FALSE,1.7640622,1.5542331,FALSE
8441,1.8494918,1.746956,FALSE,1.8319808,1.3428857,FALSE,1.7462474,1.5556502,FALSE
8442,1.8485808,1.7459438,FALSE,1.8042465,1.3659639,FALSE,1.7500938,1.5492734,FALSE
8443,1.852326,1.7600133,FALSE,1.8461516,1.3354967,FALSE,1.7554585,1.5628368,FALSE
8444,1.8605248,1.7288376,FALSE,1.8278308,1.3516918,FALSE,1.7391621,1.5412769,FALSE
8445,1.8334991,1.7396681,FALSE,1.8224661,1.3380272,FALSE,1.760317,1.545427,FALSE
8446,1.8558687,1.7432108,FALSE,1.8247942,1.3612065,FALSE,1.7420974,1.5553465,FALSE
8447,1.8590065,1.7475632,FALSE,1.8268186,1.3412663,FALSE,1.7415913,1.5676954,FALSE
8448,1.8593102,1.7532316,FALSE,1.8337015,1.3513882,FALSE,1.7623414,1.5395561,FALSE
8449,1.8761127,1.7595073,FALSE,1.8304625,1.3368125,FALSE,1.7386559,1.5464392,FALSE
8450,1.844026,1.715679,FALSE,1.82611,1.3590809,FALSE,1.7318742,1.5522087,FALSE
8451,1.8392686,1.763961,FALSE,1.8232758,1.3413675,FALSE,1.7548511,1.5577759,FALSE
8452,1.857387,1.7583939,FALSE,1.8368393,1.3438979,FALSE,1.7476646,1.5693148,FALSE
8453,1.8266162,1.7438182,FALSE,1.8161905,1.3522992,FALSE,1.7294449,1.5448196,FALSE
8454,1.8635614,1.7499926,FALSE,1.8322845,1.3350918,FALSE,1.7620378,1.549172,FALSE
8455,1.8465564,1.7447292,FALSE,1.8090038,1.3383309,FALSE,1.7579889,1.5582819,FALSE
8456,1.8604236,1.7585963,FALSE,1.8208466,1.3281076,FALSE,1.7361255,1.549172,FALSE
8457,1.842204,1.7354169,FALSE,1.8238832,1.3406589,FALSE,1.7489804,1.538544,FALSE
8458,1.8565773,1.754345,FALSE,1.8258064,1.3446065,FALSE,1.7444255,1.5498806,FALSE
8459,1.8627516,1.744223,FALSE,1.823782,1.3282088,FALSE,1.749284,1.5658734,FALSE
8460,1.8576907,1.7556609,FALSE,1.8301588,1.3507808,FALSE,1.7547499,1.5566623,FALSE
8461,1.8548565,1.7470572,FALSE,1.8313735,1.3400515,FALSE,1.7524219,1.5323696,FALSE
8462,1.8399771,1.7337974,FALSE,1.8376491,1.3417723,FALSE,1.7435145,1.5367221,FALSE
8463,1.8533382,1.7473608,FALSE,1.8287418,1.3433919,FALSE,1.7554585,1.5568649,FALSE
8464,1.8351187,1.7590011,FALSE,1.8167977,1.3415699,FALSE,1.7391621,1.5434026,FALSE
8465,1.8554639,1.7238778,FALSE,1.824693,1.3247674,FALSE,1.7253962,1.5499818,FALSE
8466,1.8526297,1.7310644,FALSE,1.822871,1.3308406,FALSE,1.7527255,1.5480586,FALSE
8467,1.8630553,1.7431096,FALSE,1.8151783,1.3377235,FALSE,1.7293437,1.5237659,FALSE
8468,1.8438236,1.7441218,FALSE,1.8366369,1.3487566,FALSE,1.7323803,1.5542331,FALSE
8469,1.8609297,1.7489804,FALSE,1.8277296,1.3449101,FALSE,1.7244852,1.5507916,FALSE
8470,1.8434186,1.7444255,FALSE,1.806271,1.3491614,FALSE,1.7288376,1.5516014,FALSE
8471,1.8609297,1.7494864,FALSE,1.8160893,1.3323588,FALSE,1.7546487,1.5478562,FALSE
8472,1.8745944,1.7484742,FALSE,1.8151783,1.3528053,FALSE,1.7521182,1.5555489,FALSE
8473,1.8630553,1.7386559,FALSE,1.8126478,1.345315,FALSE,1.7295462,1.5417831,FALSE
8474,1.8378515,1.7573817,FALSE,1.822871,1.3473394,FALSE,1.7454376,1.5467428,FALSE
8475,1.8712541,1.7620378,FALSE,1.8137612,1.3409625,FALSE,1.7459438,1.543605,FALSE
8476,1.8229722,1.7545475,FALSE,1.8206441,1.3355979,FALSE,1.7399718,1.5480586,FALSE
8477,1.866092,1.7328864,FALSE,1.8011087,1.3459224,FALSE,1.741895,1.5449208,FALSE
8478,1.8559699,1.7402755,FALSE,1.8154819,1.3603967,FALSE,1.7391621,1.5578771,FALSE
8479,1.8528321,1.7565719,FALSE,1.8277296,1.336104,FALSE,1.7467536,1.5323696,FALSE
8480,1.8542492,1.7582927,FALSE,1.8160893,1.3456187,FALSE,1.7440206,1.563849,FALSE
8481,1.8648772,1.7422999,FALSE,1.82611,1.3327638,FALSE,1.7391621,1.5344952,FALSE
8482,1.8577919,1.7242827,FALSE,1.8295515,1.3587773,FALSE,1.7551548,1.5457306,FALSE
8483,1.8664968,1.7528267,FALSE,1.812749,1.3406589,FALSE,1.7349108,1.5549417,FALSE
8484,1.8559699,1.7403767,FALSE,1.8156843,1.3628261,FALSE,1.7503974,1.5359123,FALSE
8485,1.8677114,1.747462,FALSE,1.8379527,1.3374199,FALSE,1.7430084,1.5419855,FALSE
8486,1.8602211,1.7366315,FALSE,1.8283368,1.3468333,FALSE,1.7468548,1.5430989,FALSE
8487,1.8488845,1.7379473,FALSE,1.8331954,1.3371162,FALSE,1.7333925,1.5372281,FALSE
8488,1.8453418,1.7494864,FALSE,1.8171015,1.3549309,FALSE,1.7445267,1.5524112,FALSE
8489,1.8379527,1.7583939,FALSE,1.8365357,1.3505784,FALSE,1.7530292,1.5288268,FALSE
8490,1.8437223,1.7464498,FALSE,1.8162917,1.3373187,FALSE,1.7425023,1.5564599,FALSE
8491,1.8488845,1.7495877,FALSE,1.8315759,1.3427845,FALSE,1.7432108,1.5342928,FALSE
8492,1.8558687,1.752928,FALSE,1.8132551,1.3412663,FALSE,1.7528267,1.5354062,FALSE
8493,1.8351187,1.7573817,FALSE,1.823782,1.3379259,FALSE,1.7628475,1.5378355,FALSE
8494,1.859209,1.7452352,FALSE,1.8130527,1.3553358,FALSE,1.7358217,1.5391513,FALSE
8495,1.8503016,1.7363279,FALSE,1.806777,1.3373187,FALSE,1.7432108,1.5231586,FALSE
8496,1.8591077,1.7365303,FALSE,1.8124453,1.3525016,FALSE,1.7242827,1.5345964,FALSE
8497,1.8476698,1.7466524,FALSE,1.82196,1.3459224,FALSE,1.7414901,1.5493746,FALSE
8498,1.8461516,1.7339998,FALSE,1.8202393,1.3506796,FALSE,1.7613292,1.5493746,FALSE
8499,1.8460504,1.7453364,FALSE,1.8272234,1.3423797,FALSE,1.746045,1.5492734,FALSE
8500,1.8419003,1.7443242,FALSE,1.8218588,1.3417723,FALSE,1.7525231,1.5450221,FALSE
8501,1.8508077,1.7373401,FALSE,1.8213527,1.3556395,FALSE,1.745134,1.5480586,FALSE
8502,1.8423052,1.7466524,FALSE,1.8306649,1.3303344,FALSE,1.7625439,1.5386453,FALSE
8503,1.8613346,1.746045,FALSE,1.8113319,1.3428857,FALSE,1.7588999,1.5450221,FALSE
8504,1.8518199,1.7536365,FALSE,1.8304625,1.3593847,FALSE,1.7556609,1.5438074,FALSE
8505,1.8437223,1.7363279,FALSE,1.82196,1.3356991,FALSE,1.7578877,1.5453258,FALSE
8506,1.8542492,1.7432108,FALSE,1.8142673,1.3272978,FALSE,1.7547499,1.5335842,FALSE
8507,1.8441272,1.747462,FALSE,1.8149759,1.3575627,FALSE,1.7363279,1.5448196,FALSE
8508,1.8493906,1.7422999,FALSE,1.8262112,1.3400515,FALSE,1.7444255,1.5299402,FALSE
8509,1.8455442,1.7595073,FALSE,1.82196,1.3475418,FALSE,1.7573817,1.5416818,FALSE
8510,1.8339039,1.7532316,FALSE,1.8227698,1.3495662,FALSE,1.7584951,1.5497794,FALSE
8511,1.8337015,1.7490816,FALSE,1.8194295,1.3431894,FALSE,1.7397693,1.5467428,FALSE
8512,1.849593,1.752017,FALSE,1.832082,1.334282,FALSE,1.7595073,1.5453258,FALSE
8513,1.8570833,1.7569767,FALSE,1.8324869,1.3376223,FALSE,1.7293437,1.5460343,FALSE
8514,1.8386613,1.7461462,FALSE,1.8366369,1.3454162,FALSE,1.7408828,1.5470464,FALSE
8515,1.8336003,1.744628,FALSE,1.8232758,1.3322576,FALSE,1.7472596,1.5497794,FALSE
8516,1.8537431,1.756167,FALSE,1.8257052,1.3466309,FALSE,1.7447292,1.5364184,FALSE
8517,1.8364345,1.7370365,FALSE,1.8050562,1.342076,FALSE,1.7498914,1.5630392,FALSE
8518,1.8577919,1.7505999,FALSE,1.8148746,1.348554,FALSE,1.7347083,1.5317622,FALSE
8519,1.8438236,1.7414901,FALSE,1.8292478,1.3491614,FALSE,1.7367327,1.5421879,FALSE
