Sampling rate 20 Hz,,,,,,,,,
,Mouse 1,Mouse 1,Mouse 1,Mouse 2,Mouse 2,Mouse 2,Mouse 3,Mouse 3,Mouse 3
,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1
,"10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF","10s ON, 50 s OFF"
Time,465nm,405nm,Stim,465nm,405nm,Stim,465nm,405nm,Stim
2799,1.7367327,1.62782,FALSE,1.822871,1.3600931,FALSE,1.7320766,1.5605087,FALSE
2800,1.7559645,1.6125358,FALSE,1.8171015,1.3492626,FALSE,1.7598109,1.5524112,FALSE
2801,1.7625439,1.6174957,FALSE,1.8124453,1.347137,FALSE,1.7325827,1.5490708,FALSE
2802,1.7499926,1.62782,FALSE,1.8266162,1.349465,FALSE,1.7467536,1.5451233,FALSE
2803,1.7436157,1.6006931,FALSE,1.8206441,1.3385333,FALSE,1.7394657,1.5479574,FALSE
2804,1.7616329,1.6263018,FALSE,1.8274258,1.3447077,FALSE,1.7609243,1.5416818,FALSE
2805,1.7463486,1.6051468,FALSE,1.8089026,1.3551334,FALSE,1.7482718,1.5449208,FALSE
2806,1.7516121,1.6006931,FALSE,1.8153807,1.3519956,FALSE,1.7633536,1.5544355,FALSE
2807,1.7580901,1.6198237,FALSE,1.8201381,1.3538175,FALSE,1.7380487,1.5611161,FALSE
2808,1.7373401,1.6073736,FALSE,1.8278308,1.3334723,FALSE,1.7482718,1.5637478,FALSE
2809,1.7445267,1.6029199,FALSE,1.8160893,1.3529065,FALSE,1.744628,1.546844,FALSE
2810,1.7550536,1.6027175,FALSE,1.8140649,1.3412663,FALSE,1.7406803,1.5383415,FALSE
2811,1.7597097,1.6130419,FALSE,1.8255028,1.348959,FALSE,1.7503974,1.5583831,FALSE
2812,1.7338986,1.6036285,FALSE,1.8078904,1.3422784,FALSE,1.7337974,1.5346977,FALSE
2813,1.7375425,1.6040334,FALSE,1.8290454,1.3560443,FALSE,1.751106,1.5416818,FALSE
2814,1.7302547,1.6250871,FALSE,1.8301588,1.3402541,FALSE,1.7436157,1.5469452,FALSE
2815,1.7495877,1.6045394,FALSE,1.845443,1.3542224,FALSE,1.7466524,1.5387465,FALSE
2816,1.7518145,1.603426,FALSE,1.8299564,1.3600931,FALSE,1.743717,1.5432001,FALSE
2817,1.748373,1.6022114,FALSE,1.8138624,1.354526,FALSE,1.745539,1.545933,FALSE
2818,1.7564707,1.609398,FALSE,1.8280332,1.372037,FALSE,1.7510048,1.5473502,FALSE
2819,1.7488792,1.6158761,FALSE,1.8277296,1.3622187,FALSE,1.746956,1.5354062,FALSE
2820,1.745539,1.6170907,FALSE,1.8314747,1.344404,FALSE,1.7465512,1.5565611,FALSE
2821,1.7473608,1.6157749,FALSE,1.8348149,1.3418735,FALSE,1.7510048,1.5437062,FALSE
2822,1.7429072,1.610309,FALSE,1.8304625,1.3584737,FALSE,1.7424011,1.550994,FALSE
2823,1.747462,1.6097016,FALSE,1.823782,1.3452138,FALSE,1.752017,1.5394549,FALSE
2824,1.7384535,1.6143578,FALSE,1.829349,1.3514894,FALSE,1.7587987,1.5427952,FALSE
2825,1.7502962,1.6174957,FALSE,1.83026,1.3537163,FALSE,1.768617,1.5517026,FALSE
2826,1.7568755,1.61122,FALSE,1.8253002,1.3714298,FALSE,1.749284,1.5479574,FALSE
2827,1.7345059,1.6041346,FALSE,1.8356247,1.3658627,FALSE,1.7379473,1.5466416,FALSE
2828,1.7476646,1.6037297,FALSE,1.8331954,1.3451126,FALSE,1.7390609,1.547249,FALSE
2829,1.7563695,1.6289334,FALSE,1.8326893,1.349465,FALSE,1.7461462,1.5405684,FALSE
2830,1.740073,1.6021101,FALSE,1.8243893,1.3582711,FALSE,1.7372389,1.5444148,FALSE
2831,1.7521182,1.6201273,FALSE,1.8299564,1.3562468,FALSE,1.7282302,1.5439087,FALSE
2832,1.7458426,1.632881,FALSE,1.8312722,1.3401527,FALSE,1.7417938,1.5558527,FALSE
2833,1.7489804,1.6041346,FALSE,1.8360295,1.3555382,FALSE,1.7489804,1.5494758,FALSE
2834,1.7412877,1.6129407,FALSE,1.8088014,1.3597895,FALSE,1.756167,1.5507916,FALSE
2835,1.7357205,1.6193175,FALSE,1.8208466,1.3534126,FALSE,1.72489,1.5550429,FALSE
2836,1.7533329,1.6044382,FALSE,1.8406857,1.3478456,FALSE,1.7502962,1.5464392,FALSE
2837,1.7438182,1.6104102,FALSE,1.825604,1.3507808,FALSE,1.7342023,1.5371269,FALSE
2838,1.7479682,1.6091956,FALSE,1.8257052,1.3404565,FALSE,1.7458426,1.5428965,FALSE
2839,1.7590011,1.6174957,FALSE,1.8240856,1.3530078,FALSE,1.7297486,1.5398599,FALSE
2840,1.7301534,1.6122322,FALSE,1.8286405,1.3587773,FALSE,1.744223,1.546338,FALSE
2841,1.7445267,1.6219493,FALSE,1.8267174,1.3450114,FALSE,1.7304571,1.5448196,FALSE
2842,1.7510048,1.6087906,FALSE,1.810927,1.3649517,FALSE,1.7430084,1.5391513,FALSE
2843,1.7476646,1.6161797,FALSE,1.8291466,1.3548297,FALSE,1.7186143,1.5507916,FALSE
2844,1.7447292,1.6004907,FALSE,1.8308674,1.3404565,FALSE,1.7321779,1.5450221,FALSE
2845,1.7620378,1.6217469,FALSE,1.8155831,1.3393431,FALSE,1.7525231,1.5439087,FALSE
2846,1.7500938,1.6260993,FALSE,1.8309686,1.3519956,FALSE,1.7360243,1.5299402,FALSE
2847,1.7555597,1.6172931,FALSE,1.8147733,1.3493638,FALSE,1.7399718,1.5410745,FALSE
2848,1.7391621,1.6191151,FALSE,1.8359283,1.3428857,FALSE,1.7396681,1.5429977,FALSE
2849,1.7553573,1.6056528,FALSE,1.8138624,1.3518944,FALSE,1.7416925,1.5402647,FALSE
2850,1.752017,1.6132444,FALSE,1.827527,1.3430882,FALSE,1.7344047,1.5344952,FALSE
2851,1.754345,1.6145602,FALSE,1.8325881,1.3507808,FALSE,1.7377449,1.5505892,FALSE
2852,1.7600133,1.6206334,FALSE,1.8292478,1.3613077,FALSE,1.7440206,1.5482612,FALSE
2853,1.7491828,1.6211395,FALSE,1.8360295,1.3670774,FALSE,1.7411865,1.5377343,FALSE
2854,1.7518145,1.6260993,FALSE,1.8324869,1.3442016,FALSE,1.7517133,1.5398599,FALSE
2855,1.7634548,1.5957333,FALSE,1.8282356,1.3522992,FALSE,1.7307608,1.5386453,FALSE
2856,1.7505999,1.6076772,FALSE,1.8281344,1.335193,FALSE,1.746045,1.543605,FALSE
2857,1.7518145,1.6022114,FALSE,1.8167977,1.3447077,FALSE,1.7477658,1.5499818,FALSE
2858,1.7622402,1.5981625,FALSE,1.837143,1.3534126,FALSE,1.7413889,1.5323696,FALSE
2859,1.7611268,1.6097016,FALSE,1.8233771,1.3568541,FALSE,1.7411865,1.5292318,FALSE
2860,1.7586975,1.626403,FALSE,1.8305637,1.3557407,FALSE,1.7536365,1.5424916,FALSE
2861,1.7410852,1.6260993,FALSE,1.832082,1.3380272,FALSE,1.7447292,1.54816,FALSE
2862,1.756167,1.6063614,FALSE,1.82196,1.3530078,FALSE,1.7463486,1.5423903,FALSE
2863,1.7514096,1.5999845,FALSE,1.8336003,1.3338772,FALSE,1.752928,1.5363171,FALSE
2864,1.7355181,1.600187,FALSE,1.8253002,1.3637371,FALSE,1.7385547,1.5397587,FALSE
2865,1.7479682,1.5965431,FALSE,1.8216563,1.3350918,FALSE,1.7435145,1.5389489,FALSE
2866,1.7585963,1.6074748,FALSE,1.8249966,1.3577651,FALSE,1.7367327,1.525689,FALSE
2867,1.7584951,1.6086894,FALSE,1.8130527,1.3580687,FALSE,1.7294449,1.5652661,FALSE
2868,1.746956,1.6122322,FALSE,1.8308674,1.3467321,FALSE,1.7415913,1.5371269,FALSE
2869,1.7554585,1.5987699,FALSE,1.8255028,1.365559,FALSE,1.7360243,1.5547392,FALSE
2870,1.7427047,1.6087906,FALSE,1.8364345,1.3593847,FALSE,1.7378461,1.5541319,FALSE
2871,1.7628475,1.6072724,FALSE,1.8218588,1.3358003,FALSE,1.7412877,1.5595977,FALSE
2872,1.764467,1.6091956,FALSE,1.8098136,1.3513882,FALSE,1.7336961,1.5372281,FALSE
2873,1.7723622,1.6067662,FALSE,1.822871,1.3628261,FALSE,1.7279266,1.5403659,FALSE
2874,1.7544463,1.6062602,FALSE,1.8386613,1.3570565,FALSE,1.7310644,1.5378355,FALSE
2875,1.728534,1.6140541,FALSE,1.8190246,1.348048,FALSE,1.7453364,1.5396575,FALSE
2876,1.7617341,1.6255932,FALSE,1.8390661,1.3389381,FALSE,1.7291412,1.5241708,FALSE
2877,1.7264084,1.6187103,FALSE,1.8366369,1.3525016,FALSE,1.7212461,1.5170853,FALSE
2878,1.7499926,1.6205322,FALSE,1.8400784,1.3584737,FALSE,1.7264084,1.5359123,FALSE
2879,1.7404779,1.6148639,FALSE,1.8389649,1.3507808,FALSE,1.7380487,1.5443135,FALSE
2880,1.741895,1.6106126,FALSE,1.8292478,1.3443028,FALSE,1.7175009,1.5413781,FALSE
2881,1.7504987,1.6188115,FALSE,1.8218588,1.3355979,FALSE,1.7307608,1.5511965,FALSE
2882,1.7584951,1.6221517,FALSE,1.8306649,1.3621175,FALSE,1.7349108,1.5399611,FALSE
2883,1.7476646,1.6173943,FALSE,1.8157855,1.3505784,FALSE,1.7144643,1.5194135,FALSE
2884,1.7368339,1.6154712,FALSE,1.8227698,1.3576639,FALSE,1.7291412,1.5274098,FALSE
2885,1.7517133,1.6170907,FALSE,1.8198344,1.3639395,FALSE,1.7288376,1.5492734,FALSE
2886,1.756167,1.6139529,FALSE,1.8149759,1.3583724,FALSE,1.7183107,1.526094,FALSE
2887,1.7598109,1.5898626,FALSE,1.8224661,1.353109,FALSE,1.726712,1.5542331,FALSE
2888,1.7684146,1.6162809,FALSE,1.8160893,1.3406589,FALSE,1.7366315,1.5232598,FALSE
2889,1.7481706,1.6038309,FALSE,1.8348149,1.3612065,FALSE,1.7298498,1.5429977,FALSE
2890,1.7422999,1.6262006,FALSE,1.8257052,1.342076,FALSE,1.7274206,1.5482612,FALSE
2891,1.7318742,1.6179005,FALSE,1.8400784,1.3624212,FALSE,1.7098082,1.5403659,FALSE
2892,1.7526243,1.5996809,FALSE,1.8314747,1.35402,FALSE,1.724384,1.5264988,FALSE
2893,1.7464498,1.6165847,FALSE,1.8336003,1.3613077,FALSE,1.7195253,1.548666,FALSE
2894,1.7548511,1.613548,FALSE,1.8354223,1.3541212,FALSE,1.7159827,1.5439087,FALSE
2895,1.7613292,1.6078798,FALSE,1.8225673,1.3529065,FALSE,1.7254974,1.5370257,FALSE
2896,1.7537377,1.6238725,FALSE,1.8117368,1.348959,FALSE,1.732684,1.5439087,FALSE
2897,1.7577865,1.6185077,FALSE,1.8316771,1.3612065,FALSE,1.7185131,1.5274098,FALSE
2898,1.7551548,1.6059566,FALSE,1.8144697,1.3603967,FALSE,1.7238778,1.5449208,FALSE
2899,1.7440206,1.6156737,FALSE,1.8300576,1.3425821,FALSE,1.7155777,1.5425928,FALSE
2900,1.7395669,1.6266054,FALSE,1.8206441,1.3550321,FALSE,1.7339998,1.5313574,FALSE
2901,1.7461462,1.6086894,FALSE,1.8163929,1.3640407,FALSE,1.726712,1.5339891,FALSE
2902,1.7524219,1.6203297,FALSE,1.8013111,1.3308406,FALSE,1.7305584,1.5439087,FALSE
2903,1.7425023,1.6280224,FALSE,1.8310698,1.3365089,FALSE,1.7425023,1.5319647,FALSE
2904,1.7463486,1.6161797,FALSE,1.8348149,1.3470358,FALSE,1.7277242,1.5424916,FALSE
2905,1.7415913,1.6123334,FALSE,1.8104209,1.3535138,FALSE,1.744223,1.5392525,FALSE
2906,1.7528267,1.6098028,FALSE,1.8233771,1.349465,FALSE,1.7328864,1.5409733,FALSE
2907,1.7559645,1.6124346,FALSE,1.8376491,1.3519956,FALSE,1.72904,1.5287256,FALSE
2908,1.7580901,1.5961382,FALSE,1.8398759,1.3583724,FALSE,1.7284328,1.5490708,FALSE
2909,1.7550536,1.6106126,FALSE,1.8166965,1.357259,FALSE,1.7312669,1.5248793,FALSE
2910,1.7494864,1.6107138,FALSE,1.824693,1.348554,FALSE,1.7279266,1.5545368,FALSE
2911,1.7591023,1.6127383,FALSE,1.8323857,1.333776,FALSE,1.7277242,1.5450221,FALSE
2912,1.7371377,1.6057541,FALSE,1.8220612,1.3583724,FALSE,1.731773,1.5508928,FALSE
2913,1.764467,1.6270102,FALSE,1.8312722,1.3491614,FALSE,1.7240802,1.5474514,FALSE
2914,1.7649732,1.6170907,FALSE,1.8438236,1.3457199,FALSE,1.735012,1.5479574,FALSE
2915,1.762139,1.6130419,FALSE,1.8367381,1.34987,FALSE,1.7393645,1.5476538,FALSE
2916,1.7554585,1.5973529,FALSE,1.8120404,1.3597895,FALSE,1.7315705,1.5344952,FALSE
2917,1.7564707,1.6080822,FALSE,1.8212515,1.3506796,FALSE,1.7411865,1.552816,FALSE
2918,1.7479682,1.610815,FALSE,1.8188221,1.3491614,FALSE,1.7377449,1.5490708,FALSE
2919,1.7491828,1.608487,FALSE,1.8012099,1.3388369,FALSE,1.7349108,1.5383415,FALSE
2920,1.7420974,1.6187103,FALSE,1.8291466,1.3533114,FALSE,1.7283314,1.5341915,FALSE
2921,1.7588999,1.595126,FALSE,1.8253002,1.3678871,FALSE,1.7312669,1.5336854,FALSE
2922,1.740073,1.6127383,FALSE,1.8106234,1.3451126,FALSE,1.7173997,1.5547392,FALSE
2923,1.7551548,1.6157749,FALSE,1.829754,1.34987,FALSE,1.7148693,1.5392525,FALSE
2924,1.7399718,1.613548,FALSE,1.8234783,1.3409625,FALSE,1.7327852,1.5567636,FALSE
2925,1.7578877,1.6131431,FALSE,1.821049,1.3475418,FALSE,1.7204363,1.5433013,FALSE
2926,1.7489804,1.6180017,FALSE,1.8268186,1.365559,FALSE,1.7256998,1.5456294,FALSE
2927,1.7286352,1.6150663,FALSE,1.8198344,1.3506796,FALSE,1.7309632,1.5310537,FALSE
2928,1.7536365,1.6110175,FALSE,1.8203405,1.3593847,FALSE,1.7322791,1.5388477,FALSE
2929,1.7528267,1.6110175,FALSE,1.8262112,1.3468333,FALSE,1.7385547,1.5248793,FALSE
2930,1.7496889,1.6029199,FALSE,1.823782,1.3478456,FALSE,1.7425023,1.5294342,FALSE
2931,1.761228,1.620431,FALSE,1.8263124,1.3657615,FALSE,1.7435145,1.5378355,FALSE
2932,1.7566731,1.610309,FALSE,1.8213527,1.3519956,FALSE,1.7457414,1.5190085,FALSE
2933,1.7666938,1.5998833,FALSE,1.8376491,1.3593847,FALSE,1.7461462,1.5319647,FALSE
2934,1.7577865,1.6226578,FALSE,1.8227698,1.3466309,FALSE,1.7322791,1.5422891,FALSE
2935,1.754345,1.622759,FALSE,1.8159881,1.3570565,FALSE,1.7362267,1.533483,FALSE
2936,1.743717,1.622253,FALSE,1.8106234,1.368798,FALSE,1.7316718,1.5420867,FALSE
2937,1.7462474,1.609398,FALSE,1.8236808,1.356348,FALSE,1.7490816,1.5564599,FALSE
2938,1.7528267,1.6005919,FALSE,1.8024246,1.3397479,FALSE,1.7218534,1.5349001,FALSE
2939,1.7471584,1.6175969,FALSE,1.8209478,1.3507808,FALSE,1.7260034,1.5544355,FALSE
2940,1.7396681,1.5936077,FALSE,1.8094087,1.3334723,FALSE,1.7517133,1.5354062,FALSE
2941,1.7484742,1.6220505,FALSE,1.8257052,1.3518944,FALSE,1.7402755,1.5350013,FALSE
2942,1.7528267,1.6164834,FALSE,1.8157855,1.3353955,FALSE,1.7251937,1.5437062,FALSE
2943,1.7523206,1.6306542,FALSE,1.8146721,1.330132,FALSE,1.7331901,1.5266,FALSE
2944,1.7562683,1.6138517,FALSE,1.8154819,1.3446065,FALSE,1.7448304,1.5312562,FALSE
2945,1.7397693,1.5957333,FALSE,1.8131539,1.3505784,FALSE,1.7432108,1.5413781,FALSE
2946,1.7498914,1.6200261,FALSE,1.8283368,1.3522992,FALSE,1.7206388,1.5388477,FALSE
2947,1.7544463,1.610815,FALSE,1.8161905,1.3478456,FALSE,1.7512072,1.529839,FALSE
2948,1.752928,1.6168883,FALSE,1.8324869,1.3569553,FALSE,1.7282302,1.547249,FALSE
2949,1.7542439,1.6024138,FALSE,1.8182149,1.3627249,FALSE,1.7297486,1.5427952,FALSE
2950,1.7406803,1.6049443,FALSE,1.8132551,1.3290186,FALSE,1.7540414,1.538544,FALSE
2951,1.7498914,1.6101066,FALSE,1.8138624,1.3591821,FALSE,1.7261046,1.5274098,FALSE
2952,1.7383523,1.5982637,FALSE,1.8140649,1.3477443,FALSE,1.7411865,1.529839,FALSE
2953,1.7582927,1.6303506,FALSE,1.8107246,1.3552346,FALSE,1.7354169,1.5499818,FALSE
2954,1.7397693,1.6069688,FALSE,1.8116356,1.3633322,FALSE,1.723473,1.5383415,FALSE
2955,1.7546487,1.6184065,FALSE,1.8009062,1.344404,FALSE,1.7389596,1.529839,FALSE
2956,1.7513084,1.6068676,FALSE,1.8274258,1.3565505,FALSE,1.7356193,1.5310537,FALSE
2957,1.7509036,1.6145602,FALSE,1.8101172,1.3392419,FALSE,1.7393645,1.554638,FALSE
2958,1.7332913,1.6193175,FALSE,1.8115343,1.3338772,FALSE,1.7210437,1.5440099,FALSE
2959,1.7468548,1.6134468,FALSE,1.806271,1.3285125,FALSE,1.7302547,1.5339891,FALSE
2960,1.7502962,1.6056528,FALSE,1.8192271,1.3425821,FALSE,1.7303559,1.5428965,FALSE
2961,1.7651756,1.61537,FALSE,1.8137612,1.3424809,FALSE,1.7415913,1.5365196,FALSE
2962,1.7496889,1.6127383,FALSE,1.824693,1.3493638,FALSE,1.7456402,1.5525124,FALSE
2963,1.7403767,1.6170907,FALSE,1.8163929,1.3577651,FALSE,1.7427047,1.5461355,FALSE
2964,1.7563695,1.6110175,FALSE,1.8096112,1.3441004,FALSE,1.7440206,1.5437062,FALSE
2965,1.7436157,1.6200261,FALSE,1.8258064,1.3589797,FALSE,1.7495877,1.5428965,FALSE
2966,1.749284,1.6123334,FALSE,1.8045502,1.3478456,FALSE,1.7545475,1.5346977,FALSE
2967,1.7482718,1.6002882,FALSE,1.8218588,1.3463272,FALSE,1.7464498,1.532572,FALSE
2968,1.7393645,1.6007943,FALSE,1.803538,1.3505784,FALSE,1.7497902,1.544516,FALSE
2969,1.7422999,1.6125358,FALSE,1.8263124,1.3776042,FALSE,1.7376437,1.5601039,FALSE
2970,1.7422999,1.6067662,FALSE,1.8177087,1.3495662,FALSE,1.7392633,1.5407709,FALSE
2971,1.7457414,1.6091956,FALSE,1.8206441,1.3367113,FALSE,1.7339998,1.543605,FALSE
2972,1.7358217,1.6238725,FALSE,1.804449,1.3617127,FALSE,1.7311656,1.5474514,FALSE
2973,1.7402755,1.6176981,FALSE,1.7921001,1.357259,FALSE,1.7266108,1.5322684,FALSE
2974,1.7546487,1.6019077,FALSE,1.801716,1.3468333,FALSE,1.7318742,1.5485648,FALSE
2975,1.745539,1.6193175,FALSE,1.8226686,1.3514894,FALSE,1.7452352,1.5388477,FALSE
2976,1.7380487,1.622253,FALSE,1.8136599,1.3446065,FALSE,1.7131485,1.5378355,FALSE
2977,1.7395669,1.6040334,FALSE,1.8083966,1.35402,FALSE,1.725801,1.5369245,FALSE
2978,1.7445267,1.6218481,FALSE,1.8200368,1.3620163,FALSE,1.7489804,1.5356086,FALSE
2979,1.7600133,1.6189127,FALSE,1.8160893,1.341165,FALSE,1.7414901,1.5607111,FALSE
2980,1.7504987,1.6057541,FALSE,1.8227698,1.3538175,FALSE,1.7365303,1.5353049,FALSE
2981,1.751106,1.6272128,FALSE,1.8060684,1.3640407,FALSE,1.7286352,1.5294342,FALSE
2982,1.7315705,1.6133456,FALSE,1.816899,1.3573602,FALSE,1.7224607,1.5503868,FALSE
2983,1.7537377,1.6248846,FALSE,1.8137612,1.3539187,FALSE,1.7384535,1.5314586,FALSE
2984,1.7412877,1.6207347,FALSE,1.8161905,1.3529065,FALSE,1.7319754,1.5516014,FALSE
2985,1.740073,1.6142565,FALSE,1.7988819,1.3599919,FALSE,1.7489804,1.5395561,FALSE
2986,1.7353157,1.6003894,FALSE,1.8094087,1.3432906,FALSE,1.7450328,1.5375319,FALSE
2987,1.7513084,1.6137505,FALSE,1.8134575,1.3458211,FALSE,1.7410852,1.5309525,FALSE
2988,1.7360243,1.6186091,FALSE,1.8023233,1.3509834,FALSE,1.7337974,1.5375319,FALSE
2989,1.7456402,1.6141553,FALSE,1.80536,1.3469346,FALSE,1.7513084,1.5320659,FALSE
2990,1.7507011,1.6200261,FALSE,1.824693,1.347137,FALSE,1.7413889,1.5323696,FALSE
2991,1.7542439,1.6196213,FALSE,1.8068782,1.3526028,FALSE,1.7395669,1.5526136,FALSE
2992,1.7303559,1.6069688,FALSE,1.8041453,1.3645468,FALSE,1.7381499,1.5346977,FALSE
2993,1.7479682,1.6237712,FALSE,1.8011087,1.3627249,FALSE,1.7441218,1.5439087,FALSE
2994,1.7536365,1.6067662,FALSE,1.8154819,1.3507808,FALSE,1.7476646,1.5488684,FALSE
2995,1.7459438,1.6259981,FALSE,1.8138624,1.3499712,FALSE,1.7427047,1.5482612,FALSE
2996,1.735012,1.6092968,FALSE,1.8137612,1.3590809,FALSE,1.7229668,1.5474514,FALSE
2997,1.72489,1.6023126,FALSE,1.8111295,1.3469346,FALSE,1.7388583,1.5430989,FALSE
2998,1.7505999,1.5956321,FALSE,1.8116356,1.34987,FALSE,1.725801,1.5467428,FALSE
2999,1.7302547,1.6175969,FALSE,1.809105,1.3438979,FALSE,1.7465512,1.5575733,FALSE
3000,1.7360243,1.6064626,FALSE,1.8052588,1.3667736,FALSE,1.7392633,1.5405684,FALSE
3001,1.7566731,1.6255932,FALSE,1.807688,1.364648,FALSE,1.7319754,1.5350013,FALSE
3002,1.7364291,1.6016041,FALSE,1.8042465,1.3557407,FALSE,1.7376437,1.5416818,FALSE
3003,1.7463486,1.6064626,FALSE,1.8166965,1.3430882,FALSE,1.7356193,1.5356086,FALSE
3004,1.7518145,1.6113212,FALSE,1.8132551,1.3499712,FALSE,1.7411865,1.5327744,FALSE
3005,1.7498914,1.6119285,FALSE,1.8248954,1.3518944,FALSE,1.7366315,1.527511,FALSE
3006,1.7608231,1.6272128,FALSE,1.8119392,1.3449101,FALSE,1.751106,1.546338,FALSE
3007,1.7496889,1.5972517,FALSE,1.8039428,1.3524004,FALSE,1.7429072,1.5172879,FALSE
3008,1.7204363,1.6050456,FALSE,1.8262112,1.3474406,FALSE,1.7200315,1.5458318,FALSE
3009,1.7378461,1.612131,FALSE,1.7943269,1.3645468,FALSE,1.7564707,1.5244744,FALSE
3010,1.7390609,1.6107138,FALSE,1.8112307,1.3432906,FALSE,1.7167925,1.5464392,FALSE
3011,1.7528267,1.6258968,FALSE,1.8192271,1.3443028,FALSE,1.7351133,1.5236647,FALSE
3012,1.7571791,1.6000857,FALSE,1.7996916,1.3430882,FALSE,1.7375425,1.5450221,FALSE
3013,1.7468548,1.6039321,FALSE,1.8171015,1.3500724,FALSE,1.7424011,1.5458318,FALSE
3014,1.7564707,1.6225566,FALSE,1.8104209,1.3452138,FALSE,1.7516121,1.546338,FALSE
3015,1.7343035,1.6026163,FALSE,1.790683,1.3478456,FALSE,1.7415913,1.5497794,FALSE
3016,1.7688195,1.6203297,FALSE,1.8115343,1.3454162,FALSE,1.7389596,1.5328757,FALSE
3017,1.7472596,1.609398,FALSE,1.8191259,1.3571577,FALSE,1.7376437,1.5359123,FALSE
3018,1.7537377,1.6181029,FALSE,1.8068782,1.3428857,FALSE,1.7398705,1.5449208,FALSE
3019,1.7583939,1.6161797,FALSE,1.8328917,1.3580687,FALSE,1.7393645,1.5462368,FALSE
3020,1.7590011,1.6058553,FALSE,1.8232758,1.357259,FALSE,1.7336961,1.5523099,FALSE
3021,1.744223,1.6185077,FALSE,1.8098136,1.3561455,FALSE,1.7435145,1.5304464,FALSE
3022,1.7599121,1.6026163,FALSE,1.8236808,1.3515906,FALSE,1.7417938,1.534394,FALSE
3023,1.7558633,1.6198237,FALSE,1.8185185,1.3487566,FALSE,1.7497902,1.5383415,FALSE
3024,1.7558633,1.6274152,FALSE,1.8023233,1.3419747,FALSE,1.7386559,1.5517026,FALSE
3025,1.7585963,1.6155725,FALSE,1.8214539,1.3442016,FALSE,1.7312669,1.5437062,FALSE
3026,1.7568755,1.6147627,FALSE,1.8369405,1.3467321,FALSE,1.7352145,1.5213366,FALSE
3027,1.7567743,1.6184065,FALSE,1.8131539,1.3376223,FALSE,1.7321779,1.5466416,FALSE
3028,1.7516121,1.6030211,FALSE,1.8277296,1.3562468,FALSE,1.7283314,1.5330781,FALSE
3029,1.7507011,1.6167871,FALSE,1.821049,1.3548297,FALSE,1.7395669,1.5464392,FALSE
3030,1.7623414,1.6151675,FALSE,1.8070806,1.3567529,FALSE,1.7300522,1.5268024,FALSE
3031,1.755256,1.6179005,FALSE,1.8299564,1.3427845,FALSE,1.7566731,1.547249,FALSE
3032,1.7531304,1.6247834,FALSE,1.8116356,1.35402,FALSE,1.741895,1.5339891,FALSE
3033,1.7584951,1.6049443,FALSE,1.8188221,1.3474406,FALSE,1.7429072,1.5379367,FALSE
3034,1.7550536,1.6136492,FALSE,1.822871,1.3529065,FALSE,1.7458426,1.5449208,FALSE
3035,1.7678072,1.6239737,FALSE,1.8074856,1.35402,FALSE,1.7354169,1.5512977,FALSE
3036,1.7542439,1.6134468,FALSE,1.8196319,1.3409625,FALSE,1.7524219,1.5207293,FALSE
3037,1.7488792,1.6169895,FALSE,1.8229722,1.3550321,FALSE,1.7463486,1.5258915,FALSE
3038,1.7586975,1.6187103,FALSE,1.8162917,1.333371,FALSE,1.7242827,1.5423903,FALSE
3039,1.7444255,1.6111188,FALSE,1.8096112,1.3519956,FALSE,1.7235742,1.5395561,FALSE
3040,1.7658842,1.6174957,FALSE,1.8115343,1.3537163,FALSE,1.7321779,1.5349001,FALSE
3041,1.744223,1.605248,FALSE,1.801716,1.352704,FALSE,1.7479682,1.5428965,FALSE
3042,1.749284,1.6210383,FALSE,1.8157855,1.3585749,FALSE,1.7419962,1.5380379,FALSE
3043,1.7584951,1.6130419,FALSE,1.8151783,1.3520968,FALSE,1.7523206,1.5441111,FALSE
3044,1.7505999,1.6127383,FALSE,1.8193283,1.344404,FALSE,1.7533329,1.5367221,FALSE
3045,1.7295462,1.6123334,FALSE,1.8212515,1.3582711,FALSE,1.7231693,1.5423903,FALSE
3046,1.7473608,1.6045394,FALSE,1.8136599,1.3596883,FALSE,1.7465512,1.5457306,FALSE
3047,1.7628475,1.6055516,FALSE,1.8197331,1.3515906,FALSE,1.7430084,1.5439087,FALSE
3048,1.754345,1.6323749,FALSE,1.8200368,1.348959,FALSE,1.7504987,1.5222476,FALSE
3049,1.7513084,1.6018065,FALSE,1.8119392,1.3449101,FALSE,1.7327852,1.5461355,FALSE
3050,1.7576853,1.6031224,FALSE,1.816899,1.3428857,FALSE,1.7304571,1.5429977,FALSE
3051,1.7641634,1.6174957,FALSE,1.7984769,1.348554,FALSE,1.7407815,1.5414793,FALSE
3052,1.7476646,1.6258968,FALSE,1.8167977,1.3408613,FALSE,1.7431096,1.5420867,FALSE
3053,1.7641634,1.6255932,FALSE,1.8162917,1.3466309,FALSE,1.7352145,1.5557514,FALSE
3054,1.7498914,1.6138517,FALSE,1.8192271,1.3583724,FALSE,1.7259022,1.5415806,FALSE
3055,1.7624426,1.6172931,FALSE,1.8139637,1.3430882,FALSE,1.7215497,1.5532209,FALSE
